BillNo,ItemID,Quantity,SellingDate,SellingPrice,StudentID,TransactionID,final_rating,Hours,Segment,SellingDates,UniqueID
642,146,1,2020-08-25 22:25:27,85.0,F3600,1,3,22,F3,2020-08-25,6422020-08-25
648,146,1,2020-08-26 22:14:42,85.0,F3377,1,5,22,F3,2020-08-26,6482020-08-26
661,146,1,2020-08-21 22:53:09,85.0,F3525,1,5,22,F3,2020-08-21,6612020-08-21
716,146,1,2020-08-23 22:31:59,85.0,F3525,1,3,22,F3,2020-08-23,7162020-08-23
725,146,1,2020-08-22 22:41:21,85.0,F3782,1,4,22,F3,2020-08-22,7252020-08-22
732,146,1,2020-08-19 22:09:20,85.0,F3853,1,5,22,F3,2020-08-19,7322020-08-19
764,146,1,2020-08-19 22:15:39,85.0,F3756,1,4,22,F3,2020-08-19,7642020-08-19
1013,146,1,2020-08-19 22:57:05,85.0,F3744,1,3,22,F3,2020-08-19,10132020-08-19
607,146,1,2020-08-24 22:07:23,85.0,F4128,1,5,22,F4,2020-08-24,6072020-08-24
706,146,2,2020-08-19 22:05:03,85.0,F4816,4,5,22,F4,2020-08-19,7062020-08-19
740,146,1,2020-08-19 22:11:31,85.0,F4818,1,3,22,F4,2020-08-19,7402020-08-19
752,146,1,2020-08-18 22:35:40,85.0,F4623,2,5,22,F4,2020-08-18,7522020-08-18
781,146,1,2020-08-26 22:43:27,85.0,F4463,1,5,22,F4,2020-08-26,7812020-08-26
1037,146,1,2020-08-19 22:59:11,85.0,F4697,1,3,22,F4,2020-08-19,10372020-08-19
870,146,1,2020-08-18 22:57:09,85.0,F5806,1,4,22,F5,2020-08-18,8702020-08-18
871,146,1,2020-08-18 22:57:19,85.0,F5641,1,5,22,F5,2020-08-18,8712020-08-18
277,146,1,2020-08-14 23:19:05,85.0,F0000,1,5,23,F0,2020-08-14,2772020-08-14
347,146,1,2020-08-15 23:32:36,85.0,F0000,2,5,23,F0,2020-08-15,3472020-08-15
378,146,1,2020-08-15 23:43:53,85.0,F0000,1,4,23,F0,2020-08-15,3782020-08-15
410,146,1,2020-08-16 23:38:43,85.0,F0000,1,5,23,F0,2020-08-16,4102020-08-16
1093,146,1,2020-08-24 23:56:08,85.0,F0000,1,4,23,F0,2020-08-24,10932020-08-24
1156,146,1,2020-08-18 23:47:09,85.0,F0000,1,4,23,F0,2020-08-18,11562020-08-18
985,146,1,2020-08-22 23:18:42,85.0,F1682,1,5,23,F1,2020-08-22,9852020-08-22
1069,146,1,2020-08-25 23:48:36,85.0,F1366,1,4,23,F1,2020-08-25,10692020-08-25
1132,146,1,2020-08-18 23:42:52,85.0,F1019,1,2,23,F1,2020-08-18,11322020-08-18
367,146,1,2020-08-16 23:27:57,85.0,F2173,3,4,23,F2,2020-08-16,3672020-08-16
707,146,1,2020-08-17 23:33:10,85.0,F2487,2,4,23,F2,2020-08-17,7072020-08-17
750,146,1,2020-08-21 23:20:44,85.0,F2346,1,5,23,F2,2020-08-21,7502020-08-21
832,146,1,2020-08-21 23:34:43,85.0,F2380,4,5,23,F2,2020-08-21,8322020-08-21
866,146,1,2020-08-26 23:00:41,85.0,F2728,1,5,23,F2,2020-08-26,8662020-08-26
921,146,1,2020-08-22 23:10:43,85.0,F2173,1,5,23,F2,2020-08-22,9212020-08-22
924,146,1,2020-08-25 23:23:57,85.0,F2767,1,5,23,F2,2020-08-25,9242020-08-25
940,146,1,2020-08-18 23:09:52,85.0,F2306,1,4,23,F2,2020-08-18,9402020-08-18
953,146,1,2020-08-24 23:26:30,85.0,F2176,2,4,23,F2,2020-08-24,9532020-08-24
956,146,1,2020-08-18 23:11:57,85.0,F2173,1,4,23,F2,2020-08-18,9562020-08-18
959,146,1,2020-08-24 23:27:44,85.0,F2604,1,5,23,F2,2020-08-24,9592020-08-24
969,146,1,2020-08-24 23:29:17,85.0,F2127,1,4,23,F2,2020-08-24,9692020-08-24
985,146,1,2020-08-24 23:31:20,85.0,F2074,2,5,23,F2,2020-08-24,9852020-08-24
999,146,1,2020-08-29 23:15:59,85.0,F2160,1,5,23,F2,2020-08-29,9992020-08-29
1022,146,1,2020-08-24 23:40:30,85.0,F2402,2,4,23,F2,2020-08-24,10222020-08-24
1124,146,1,2020-08-18 23:40:45,85.0,F2018,1,5,23,F2,2020-08-18,11242020-08-18
1124,146,1,2020-08-22 23:37:24,85.0,F2142,1,3,23,F2,2020-08-22,11242020-08-22
1125,146,1,2020-08-18 23:40:56,85.0,F2321,1,5,23,F2,2020-08-18,11252020-08-18
1133,146,1,2020-08-18 23:43:26,85.0,F2788,1,3,23,F2,2020-08-18,11332020-08-18
1172,146,1,2020-08-22 23:49:41,85.0,F2795,1,2,23,F2,2020-08-22,11722020-08-22
1174,146,1,2020-08-22 23:49:52,85.0,F2551,2,5,23,F2,2020-08-22,11742020-08-22
1192,146,1,2020-08-19 23:18:54,85.0,F2812,1,3,23,F2,2020-08-19,11922020-08-19
1197,146,1,2020-08-18 23:55:35,85.0,F2553,1,5,23,F2,2020-08-18,11972020-08-18
1319,146,1,2020-08-19 23:42:40,85.0,F2252,1,4,23,F2,2020-08-19,13192020-08-19
608,146,1,2020-08-17 23:08:35,85.0,F3356,1,4,23,F3,2020-08-17,6082020-08-17
724,146,1,2020-08-21 23:15:07,85.0,F3040,1,4,23,F3,2020-08-21,7242020-08-21
751,146,1,2020-08-21 23:20:48,85.0,F3366,1,5,23,F3,2020-08-21,7512020-08-21
771,146,1,2020-08-21 23:23:25,85.0,F3383,1,4,23,F3,2020-08-21,7712020-08-21
808,146,1,2020-08-21 23:29:56,85.0,F3215,1,3,23,F3,2020-08-21,8082020-08-21
922,146,1,2020-08-22 23:10:52,85.0,F3634,2,4,23,F3,2020-08-22,9222020-08-22
932,146,1,2020-08-18 23:07:34,85.0,F3157,1,5,23,F3,2020-08-18,9322020-08-18
938,146,1,2020-08-18 23:09:07,85.0,F3820,2,5,23,F3,2020-08-18,9382020-08-18
985,146,1,2020-08-21 23:54:09,85.0,F3281,1,3,23,F3,2020-08-21,9852020-08-21
993,146,1,2020-08-22 23:19:24,85.0,F3410,1,5,23,F3,2020-08-22,9932020-08-22
1043,146,1,2020-08-18 23:26:52,85.0,F3504,1,1,23,F3,2020-08-18,10432020-08-18
1050,146,1,2020-08-18 23:28:05,85.0,F3423,1,4,23,F3,2020-08-18,10502020-08-18
1059,146,1,2020-08-19 23:01:14,85.0,F3621,1,5,23,F3,2020-08-19,10592020-08-19
1064,146,1,2020-08-18 23:30:06,85.0,F3096,1,5,23,F3,2020-08-18,10642020-08-18
1078,146,1,2020-08-18 23:31:59,85.0,F3892,1,5,23,F3,2020-08-18,10782020-08-18
1081,146,1,2020-08-29 23:25:10,85.0,F3144,1,2,23,F3,2020-08-29,10812020-08-29
1094,146,1,2020-08-22 23:32:11,85.0,F3874,1,5,23,F3,2020-08-22,10942020-08-22
1204,146,3,2020-08-19 23:20:27,85.0,F3764,1,5,23,F3,2020-08-19,12042020-08-19
1229,146,1,2020-08-22 23:56:29,85.0,F3366,1,3,23,F3,2020-08-22,12292020-08-22
1236,146,1,2020-08-22 23:58:55,85.0,F3879,1,4,23,F3,2020-08-22,12362020-08-22
1247,146,1,2020-08-29 23:51:51,85.0,F3096,1,5,23,F3,2020-08-29,12472020-08-29
726,146,1,2020-08-17 23:38:03,85.0,F4463,1,3,23,F4,2020-08-17,7262020-08-17
747,146,1,2020-08-21 23:20:26,85.0,F4687,1,5,23,F4,2020-08-21,7472020-08-21
770,146,1,2020-08-21 23:23:08,85.0,F4328,1,4,23,F4,2020-08-21,7702020-08-21
882,146,1,2020-08-29 23:00:17,85.0,F4361,1,5,23,F4,2020-08-29,8822020-08-29
889,146,1,2020-08-22 23:06:27,85.0,F4233,2,3,23,F4,2020-08-22,8892020-08-22
928,146,1,2020-08-29 23:06:29,85.0,F4374,2,5,23,F4,2020-08-29,9282020-08-29
951,146,1,2020-08-24 23:26:14,85.0,F4223,1,3,23,F4,2020-08-24,9512020-08-24
986,146,1,2020-08-18 23:15:53,85.0,F4308,1,4,23,F4,2020-08-18,9862020-08-18
1058,146,1,2020-08-18 23:28:58,85.0,F4263,1,5,23,F4,2020-08-18,10582020-08-18
1080,146,1,2020-08-19 23:04:04,85.0,F4374,1,2,23,F4,2020-08-19,10802020-08-19
1087,146,1,2020-08-23 23:28:36,85.0,F4374,2,5,23,F4,2020-08-23,10872020-08-23
1088,146,1,2020-08-23 23:28:42,85.0,F4632,2,5,23,F4,2020-08-23,10882020-08-23
1282,146,1,2020-08-19 23:36:17,85.0,F4588,1,5,23,F4,2020-08-19,12822020-08-19
1292,146,1,2020-08-19 23:37:58,85.0,F4564,1,5,23,F4,2020-08-19,12922020-08-19
806,146,1,2020-08-21 23:29:32,85.0,F5755,1,1,23,F5,2020-08-21,8062020-08-21
861,146,1,2020-08-21 23:38:06,85.0,F5494,1,5,23,F5,2020-08-21,8612020-08-21
960,146,1,2020-08-18 23:12:22,85.0,F5755,2,4,23,F5,2020-08-18,9602020-08-18
1149,146,1,2020-08-22 23:47:07,85.0,F5808,1,4,23,F5,2020-08-22,11492020-08-22
1088,146,1,2020-08-24 23:54:34,85.0,H1018,1,5,23,H1,2020-08-24,10882020-08-24
946,146,1,2020-08-24 23:25:20,85.0,H2228,1,3,23,H2,2020-08-24,9462020-08-24
993,146,1,2020-08-24 23:33:00,85.0,H2143,1,5,23,H2,2020-08-24,9932020-08-24
1170,146,1,2020-08-29 23:40:04,85.0,H2143,1,4,23,H2,2020-08-29,11702020-08-29
421,148,2,2020-08-16 00:04:23,90.0,F0000,1,3,00,F0,2020-08-16,4212020-08-16
423,148,1,2020-08-16 00:07:59,90.0,F0000,1,5,00,F0,2020-08-16,4232020-08-16
428,148,1,2020-08-16 00:10:48,90.0,F0000,1,3,00,F0,2020-08-16,4282020-08-16
504,148,1,2020-08-17 00:15:21,90.0,F0000,1,4,00,F0,2020-08-17,5042020-08-17
1315,148,1,2020-08-27 00:48:10,90.0,F0000,2,3,00,F0,2020-08-27,13152020-08-27
1378,148,2,2020-08-24 00:21:50,90.0,F0000,1,4,00,F0,2020-08-24,13782020-08-24
1264,148,1,2020-08-23 00:02:30,90.0,F1636,1,5,00,F1,2020-08-23,12642020-08-23
1282,148,2,2020-08-23 00:05:24,90.0,F1854,1,4,00,F1,2020-08-23,12822020-08-23
1314,148,1,2020-08-23 00:10:29,90.0,F1857,1,5,00,F1,2020-08-23,13142020-08-23
1425,148,1,2020-08-24 00:32:31,90.0,F1726,2,4,00,F1,2020-08-24,14252020-08-24
1523,148,1,2020-08-24 00:54:16,90.0,F1726,2,5,00,F1,2020-08-24,15232020-08-24
888,148,1,2020-08-18 00:04:05,90.0,F2477,1,5,00,F2,2020-08-18,8882020-08-18
1127,148,1,2020-08-26 00:04:41,90.0,F2188,1,4,00,F2,2020-08-26,11272020-08-26
1128,148,1,2020-08-26 00:04:47,90.0,F2069,1,3,00,F2,2020-08-26,11282020-08-26
1263,148,2,2020-08-23 00:02:27,90.0,F2209,2,5,00,F2,2020-08-23,12632020-08-23
1381,148,1,2020-08-30 00:21:27,90.0,F2346,1,5,00,F2,2020-08-30,13812020-08-30
1423,148,1,2020-08-24 00:31:50,90.0,F2806,1,4,00,F2,2020-08-24,14232020-08-24
1424,148,1,2020-08-24 00:31:53,90.0,F2703,1,4,00,F2,2020-08-24,14242020-08-24
1432,148,2,2020-08-20 00:09:26,90.0,F2203,1,4,00,F2,2020-08-20,14322020-08-20
1440,148,2,2020-08-24 00:34:31,90.0,F2209,1,4,00,F2,2020-08-24,14402020-08-24
1492,148,1,2020-08-20 00:25:30,90.0,F2788,1,5,00,F2,2020-08-20,14922020-08-20
1509,148,1,2020-08-20 00:29:48,90.0,F2751,1,3,00,F2,2020-08-20,15092020-08-20
1281,148,1,2020-08-27 00:41:08,90.0,F3633,1,5,00,F3,2020-08-27,12812020-08-27
1301,148,1,2020-08-30 00:01:44,90.0,F3647,1,5,00,F3,2020-08-30,13012020-08-30
1354,148,1,2020-08-30 00:14:44,90.0,F3220,1,5,00,F3,2020-08-30,13542020-08-30
1400,148,1,2020-08-24 00:26:59,90.0,F3142,1,5,00,F3,2020-08-24,14002020-08-24
1463,148,1,2020-08-20 00:18:36,90.0,F3543,1,5,00,F3,2020-08-20,14632020-08-20
1099,148,1,2020-08-26 00:00:18,90.0,F4033,1,4,00,F4,2020-08-26,10992020-08-26
1124,148,1,2020-08-25 00:10:35,90.0,F4257,1,4,00,F4,2020-08-25,11242020-08-25
1202,148,1,2020-08-26 00:25:12,90.0,F4523,1,3,00,F4,2020-08-26,12022020-08-26
1261,148,1,2020-08-23 00:02:16,90.0,F4104,2,3,00,F4,2020-08-23,12612020-08-23
1261,148,1,2020-08-23 00:02:16,90.0,F4104,5,3,00,F4,2020-08-23,12612020-08-23
1371,148,1,2020-08-30 00:18:01,90.0,F4703,1,5,00,F4,2020-08-30,13712020-08-30
1436,148,2,2020-08-24 00:34:05,90.0,F4123,1,5,00,F4,2020-08-24,14362020-08-24
1474,148,1,2020-08-24 00:43:48,90.0,F4033,1,4,00,F4,2020-08-24,14742020-08-24
1600,148,2,2020-08-20 00:58:48,90.0,F4486,5,4,00,F4,2020-08-20,16002020-08-20
1369,148,1,2020-08-30 00:17:53,90.0,F5494,1,3,00,F5,2020-08-30,13692020-08-30
1339,148,1,2020-08-30 00:11:33,90.0,F6222,1,3,00,F6,2020-08-30,13392020-08-30
1519,148,1,2020-08-24 00:51:44,90.0,H1105,1,4,00,H1,2020-08-24,15192020-08-24
1329,148,1,2020-08-23 00:13:01,90.0,H2200,6,3,00,H2,2020-08-23,13292020-08-23
4,148,1,2020-08-14 19:58:10,90.0,F0000,2,4,19,F0,2020-08-14,42020-08-14
6,148,1,2020-08-14 19:59:59,90.0,F3259,1,5,19,F3,2020-08-14,62020-08-14
8,148,1,2020-08-16 20:03:26,90.0,F0000,2,2,20,F0,2020-08-16,82020-08-16
11,148,2,2020-08-16 20:03:59,90.0,F0000,1,5,20,F0,2020-08-16,112020-08-16
11,148,2,2020-08-17 20:02:09,90.0,F0000,1,5,20,F0,2020-08-17,112020-08-17
12,148,1,2020-08-16 20:04:37,90.0,F0000,3,5,20,F0,2020-08-16,122020-08-16
15,148,1,2020-08-15 20:17:28,90.0,F0000,1,4,20,F0,2020-08-15,152020-08-15
16,148,2,2020-08-16 20:06:31,90.0,F0000,1,4,20,F0,2020-08-16,162020-08-16
19,148,1,2020-08-16 20:07:45,90.0,F0000,1,4,20,F0,2020-08-16,192020-08-16
21,148,1,2020-08-15 20:20:58,90.0,F0000,1,4,20,F0,2020-08-15,212020-08-15
21,148,1,2020-08-16 20:10:01,90.0,F0000,1,4,20,F0,2020-08-16,212020-08-16
22,148,1,2020-08-15 20:21:15,90.0,F0000,1,3,20,F0,2020-08-15,222020-08-15
22,148,1,2020-08-16 20:10:52,90.0,F0000,2,5,20,F0,2020-08-16,222020-08-16
22,148,3,2020-08-16 20:10:52,90.0,F0000,1,3,20,F0,2020-08-16,222020-08-16
24,148,1,2020-08-15 20:22:13,90.0,F0000,1,3,20,F0,2020-08-15,242020-08-15
24,148,1,2020-08-16 20:12:12,90.0,F0000,1,4,20,F0,2020-08-16,242020-08-16
25,148,1,2020-08-14 20:11:10,90.0,F0000,1,3,20,F0,2020-08-14,252020-08-14
26,148,1,2020-08-16 20:13:04,90.0,F0000,1,3,20,F0,2020-08-16,262020-08-16
26,148,1,2020-08-17 20:05:17,90.0,F0000,1,4,20,F0,2020-08-17,262020-08-17
29,148,1,2020-08-15 20:24:46,90.0,F0000,1,3,20,F0,2020-08-15,292020-08-15
32,148,2,2020-08-16 20:20:26,90.0,F0000,1,3,20,F0,2020-08-16,322020-08-16
33,148,2,2020-08-25 20:01:51,90.0,F0000,2,4,20,F0,2020-08-25,332020-08-25
34,148,1,2020-08-15 20:27:58,90.0,F0000,2,4,20,F0,2020-08-15,342020-08-15
37,148,1,2020-08-15 20:30:58,90.0,F0000,2,5,20,F0,2020-08-15,372020-08-15
39,148,1,2020-08-14 20:25:36,90.0,F0000,1,4,20,F0,2020-08-14,392020-08-14
41,148,2,2020-08-16 20:33:36,90.0,F0000,2,5,20,F0,2020-08-16,412020-08-16
43,148,1,2020-08-18 20:01:09,90.0,F0000,1,2,20,F0,2020-08-18,432020-08-18
45,148,1,2020-08-16 20:36:37,90.0,F0000,1,5,20,F0,2020-08-16,452020-08-16
47,148,1,2020-08-15 20:38:18,90.0,F0000,4,5,20,F0,2020-08-15,472020-08-15
48,148,1,2020-08-15 20:39:13,90.0,F0000,2,3,20,F0,2020-08-15,482020-08-15
48,148,2,2020-08-14 20:34:17,90.0,F0000,1,5,20,F0,2020-08-14,482020-08-14
48,148,2,2020-08-17 20:10:09,90.0,F0000,2,5,20,F0,2020-08-17,482020-08-17
49,148,1,2020-08-16 20:38:39,90.0,F0000,1,2,20,F0,2020-08-16,492020-08-16
50,148,2,2020-08-14 20:37:32,90.0,F0000,1,5,20,F0,2020-08-14,502020-08-14
51,148,1,2020-08-16 20:40:26,90.0,F0000,1,5,20,F0,2020-08-16,512020-08-16
54,148,1,2020-08-14 20:39:29,90.0,F0000,1,5,20,F0,2020-08-14,542020-08-14
54,148,2,2020-08-15 20:40:50,90.0,F0000,1,2,20,F0,2020-08-15,542020-08-15
54,148,3,2020-08-18 20:03:16,90.0,F0000,1,5,20,F0,2020-08-18,542020-08-18
57,148,1,2020-08-14 20:41:23,90.0,F0000,1,3,20,F0,2020-08-14,572020-08-14
57,148,1,2020-08-18 20:03:59,90.0,F0000,1,5,20,F0,2020-08-18,572020-08-18
57,148,1,2020-08-25 20:08:47,90.0,F0000,1,5,20,F0,2020-08-25,572020-08-25
61,148,1,2020-08-15 20:52:10,90.0,F0000,1,5,20,F0,2020-08-15,612020-08-15
62,148,1,2020-08-16 20:56:59,90.0,F0000,2,5,20,F0,2020-08-16,622020-08-16
62,148,1,2020-08-16 20:56:59,90.0,F0000,3,5,20,F0,2020-08-16,622020-08-16
63,148,1,2020-08-15 20:54:53,90.0,F0000,4,5,20,F0,2020-08-15,632020-08-15
63,148,3,2020-08-15 20:54:53,90.0,F0000,3,2,20,F0,2020-08-15,632020-08-15
64,148,1,2020-08-16 20:57:56,90.0,F0000,1,4,20,F0,2020-08-16,642020-08-16
65,148,4,2020-08-23 20:01:45,90.0,F0000,1,5,20,F0,2020-08-23,652020-08-23
69,148,2,2020-08-18 20:07:05,90.0,F0000,1,5,20,F0,2020-08-18,692020-08-18
77,148,2,2020-08-18 20:08:04,90.0,F0000,1,5,20,F0,2020-08-18,772020-08-18
80,148,1,2020-08-25 20:23:14,90.0,F0000,1,4,20,F0,2020-08-25,802020-08-25
87,148,1,2020-08-17 20:17:08,90.0,F0000,2,5,20,F0,2020-08-17,872020-08-17
90,148,1,2020-08-17 20:18:04,90.0,F0000,1,2,20,F0,2020-08-17,902020-08-17
92,148,2,2020-08-25 20:26:20,90.0,F0000,1,5,20,F0,2020-08-25,922020-08-25
98,148,1,2020-08-17 20:20:05,90.0,F0000,1,4,20,F0,2020-08-17,982020-08-17
101,148,1,2020-08-17 20:21:19,90.0,F0000,3,4,20,F0,2020-08-17,1012020-08-17
109,148,2,2020-08-17 20:23:19,90.0,F0000,1,4,20,F0,2020-08-17,1092020-08-17
113,148,1,2020-08-18 20:17:31,90.0,F0000,1,2,20,F0,2020-08-18,1132020-08-18
115,148,2,2020-08-21 20:01:56,90.0,F0000,1,5,20,F0,2020-08-21,1152020-08-21
118,148,1,2020-08-18 20:18:45,90.0,F0000,1,5,20,F0,2020-08-18,1182020-08-18
120,148,1,2020-08-26 20:20:42,90.0,F0000,1,4,20,F0,2020-08-26,1202020-08-26
120,148,2,2020-08-21 20:03:07,90.0,F0000,1,5,20,F0,2020-08-21,1202020-08-21
123,148,2,2020-08-22 20:04:09,90.0,F0000,1,3,20,F0,2020-08-22,1232020-08-22
128,148,1,2020-08-17 20:29:07,90.0,F0000,1,5,20,F0,2020-08-17,1282020-08-17
131,148,2,2020-08-29 20:10:54,90.0,F0000,1,3,20,F0,2020-08-29,1312020-08-29
135,148,2,2020-08-25 20:35:54,90.0,F0000,1,5,20,F0,2020-08-25,1352020-08-25
138,148,1,2020-08-22 20:15:21,90.0,F0000,1,4,20,F0,2020-08-22,1382020-08-22
141,148,2,2020-08-25 20:36:33,90.0,F0000,1,2,20,F0,2020-08-25,1412020-08-25
144,148,1,2020-08-26 20:25:51,90.0,F0000,1,3,20,F0,2020-08-26,1442020-08-26
145,148,2,2020-08-21 20:11:09,90.0,F0000,1,5,20,F0,2020-08-21,1452020-08-21
149,148,1,2020-08-24 20:17:59,90.0,F0000,1,5,20,F0,2020-08-24,1492020-08-24
150,148,1,2020-08-26 20:27:30,90.0,F0000,1,4,20,F0,2020-08-26,1502020-08-26
154,148,1,2020-08-23 20:23:38,90.0,F0000,1,2,20,F0,2020-08-23,1542020-08-23
155,148,1,2020-08-24 20:19:09,90.0,F0000,1,3,20,F0,2020-08-24,1552020-08-24
173,148,2,2020-08-26 20:33:31,90.0,F0000,1,5,20,F0,2020-08-26,1732020-08-26
175,148,1,2020-08-22 20:24:43,90.0,F0000,1,5,20,F0,2020-08-22,1752020-08-22
176,148,1,2020-08-23 20:28:21,90.0,F0000,1,4,20,F0,2020-08-23,1762020-08-23
176,148,2,2020-08-25 20:43:46,90.0,F0000,1,5,20,F0,2020-08-25,1762020-08-25
179,148,3,2020-08-21 20:21:10,90.0,F0000,1,3,20,F0,2020-08-21,1792020-08-21
180,148,2,2020-08-24 20:25:35,90.0,F0000,1,4,20,F0,2020-08-24,1802020-08-24
183,148,1,2020-08-29 20:26:13,90.0,F0000,1,4,20,F0,2020-08-29,1832020-08-29
186,148,2,2020-08-22 20:28:58,90.0,F0000,1,5,20,F0,2020-08-22,1862020-08-22
189,148,1,2020-08-18 20:32:12,90.0,F0000,1,4,20,F0,2020-08-18,1892020-08-18
190,148,1,2020-08-26 20:39:40,90.0,F0000,1,2,20,F0,2020-08-26,1902020-08-26
193,148,1,2020-08-24 20:28:34,90.0,F0000,2,3,20,F0,2020-08-24,1932020-08-24
199,148,1,2020-08-25 20:48:17,90.0,F0000,1,4,20,F0,2020-08-25,1992020-08-25
200,148,1,2020-08-23 20:31:32,90.0,F0000,1,4,20,F0,2020-08-23,2002020-08-23
203,148,1,2020-08-25 20:49:38,90.0,F0000,1,5,20,F0,2020-08-25,2032020-08-25
203,148,2,2020-08-21 20:26:18,90.0,F0000,1,5,20,F0,2020-08-21,2032020-08-21
215,148,1,2020-08-18 20:36:54,90.0,F0000,1,5,20,F0,2020-08-18,2152020-08-18
218,148,1,2020-08-18 20:37:32,90.0,F0000,1,3,20,F0,2020-08-18,2182020-08-18
222,148,1,2020-08-18 20:38:44,90.0,F0000,4,5,20,F0,2020-08-18,2222020-08-18
227,148,1,2020-08-25 20:54:05,90.0,F0000,1,4,20,F0,2020-08-25,2272020-08-25
229,148,1,2020-08-24 20:34:58,90.0,F0000,1,4,20,F0,2020-08-24,2292020-08-24
229,148,1,2020-08-29 20:33:16,90.0,F0000,1,4,20,F0,2020-08-29,2292020-08-29
230,148,1,2020-08-22 20:39:18,90.0,F0000,1,5,20,F0,2020-08-22,2302020-08-22
240,148,1,2020-08-29 20:36:26,90.0,F0000,1,5,20,F0,2020-08-29,2402020-08-29
243,148,1,2020-08-25 20:58:17,90.0,F0000,1,5,20,F0,2020-08-25,2432020-08-25
243,148,2,2020-08-17 20:52:15,90.0,F0000,2,5,20,F0,2020-08-17,2432020-08-17
244,148,2,2020-08-29 20:38:32,90.0,F0000,2,5,20,F0,2020-08-29,2442020-08-29
250,148,2,2020-08-24 20:37:45,90.0,F0000,1,4,20,F0,2020-08-24,2502020-08-24
253,148,1,2020-08-21 20:41:48,90.0,F0000,1,5,20,F0,2020-08-21,2532020-08-21
253,148,1,2020-08-21 20:41:48,90.0,F0000,2,4,20,F0,2020-08-21,2532020-08-21
257,148,1,2020-08-18 20:45:59,90.0,F0000,3,5,20,F0,2020-08-18,2572020-08-18
259,148,3,2020-08-24 20:39:13,90.0,F0000,1,5,20,F0,2020-08-24,2592020-08-24
266,148,2,2020-08-18 20:47:51,90.0,F0000,1,5,20,F0,2020-08-18,2662020-08-18
276,148,1,2020-08-22 20:51:05,90.0,F0000,2,5,20,F0,2020-08-22,2762020-08-22
287,148,1,2020-08-24 20:43:51,90.0,F0000,1,5,20,F0,2020-08-24,2872020-08-24
288,148,2,2020-08-21 20:51:10,90.0,F0000,1,2,20,F0,2020-08-21,2882020-08-21
291,148,1,2020-08-18 20:53:16,90.0,F0000,1,3,20,F0,2020-08-18,2912020-08-18
291,148,1,2020-08-24 20:44:53,90.0,F0000,1,4,20,F0,2020-08-24,2912020-08-24
316,148,2,2020-08-23 20:54:15,90.0,F0000,1,5,20,F0,2020-08-23,3162020-08-23
319,148,2,2020-08-21 20:58:59,90.0,F0000,1,2,20,F0,2020-08-21,3192020-08-21
18,148,1,2020-08-17 20:03:01,90.0,F1632,1,5,20,F1,2020-08-17,182020-08-17
112,148,1,2020-08-29 20:06:00,90.0,F1340,1,4,20,F1,2020-08-29,1122020-08-29
114,148,1,2020-08-29 20:06:25,90.0,F1219,1,4,20,F1,2020-08-29,1142020-08-29
119,148,1,2020-08-21 20:02:43,90.0,F1140,1,3,20,F1,2020-08-21,1192020-08-21
140,148,1,2020-08-26 20:25:13,90.0,F1417,1,4,20,F1,2020-08-26,1402020-08-26
173,148,1,2020-08-21 20:18:29,90.0,F1345,1,5,20,F1,2020-08-21,1732020-08-21
188,148,1,2020-08-26 20:39:10,90.0,F1758,1,3,20,F1,2020-08-26,1882020-08-26
193,148,1,2020-08-25 20:47:20,90.0,F1282,1,5,20,F1,2020-08-25,1932020-08-25
200,148,2,2020-08-24 20:29:27,90.0,F1116,1,5,20,F1,2020-08-24,2002020-08-24
244,148,1,2020-08-23 20:40:42,90.0,F1365,1,4,20,F1,2020-08-23,2442020-08-23
283,148,1,2020-08-24 20:42:37,90.0,F1646,1,5,20,F1,2020-08-24,2832020-08-24
294,148,1,2020-08-23 20:49:38,90.0,F1387,2,4,20,F1,2020-08-23,2942020-08-23
294,148,1,2020-08-23 20:49:38,90.0,F1387,4,4,20,F1,2020-08-23,2942020-08-23
321,148,1,2020-08-23 20:55:20,90.0,F1097,2,3,20,F1,2020-08-23,3212020-08-23
19,148,1,2020-08-17 20:03:06,90.0,F2422,1,5,20,F2,2020-08-17,192020-08-17
22,148,2,2020-08-17 20:04:01,90.0,F2751,1,4,20,F2,2020-08-17,222020-08-17
22,148,2,2020-08-17 20:04:01,90.0,F2751,2,4,20,F2,2020-08-17,222020-08-17
23,148,1,2020-08-17 20:04:14,90.0,F2422,1,5,20,F2,2020-08-17,232020-08-17
32,148,2,2020-08-17 20:06:48,90.0,F2554,1,3,20,F2,2020-08-17,322020-08-17
45,148,1,2020-08-18 20:02:02,90.0,F2272,1,5,20,F2,2020-08-18,452020-08-18
46,148,2,2020-08-18 20:02:06,90.0,F2069,1,2,20,F2,2020-08-18,462020-08-18
53,148,1,2020-08-18 20:03:01,90.0,F2205,1,2,20,F2,2020-08-18,532020-08-18
56,148,2,2020-08-18 20:03:32,90.0,F2142,1,5,20,F2,2020-08-18,562020-08-18
58,148,1,2020-08-18 20:04:14,90.0,F2216,1,3,20,F2,2020-08-18,582020-08-18
59,148,1,2020-08-25 20:10:54,90.0,F2549,1,5,20,F2,2020-08-25,592020-08-25
64,148,1,2020-08-18 20:06:08,90.0,F2740,1,4,20,F2,2020-08-18,642020-08-18
67,148,1,2020-08-18 20:06:38,90.0,F2342,1,3,20,F2,2020-08-18,672020-08-18
67,148,1,2020-08-26 20:01:56,90.0,F2060,1,4,20,F2,2020-08-26,672020-08-26
