BillNo,ItemID,Quantity,SellingDate,SellingPrice,StudentID,TransactionID,final_rating,Hours,Segment,SellingDates,UniqueID
1241,107,1,2020-08-25 00:33:09,10.0,F2412,1,3,00,F2,2020-08-25,12412020-08-25
1241,107,1,2020-08-27 00:32:16,10.0,F2199,1,2,00,F2,2020-08-27,12412020-08-27
1247,107,1,2020-08-25 00:35:58,10.0,F2763,1,1,00,F2,2020-08-25,12472020-08-25
1247,107,1,2020-08-27 00:33:39,10.0,F2116,1,2,00,F2,2020-08-27,12472020-08-27
1253,107,1,2020-08-19 00:16:25,10.0,F2085,2,4,00,F2,2020-08-19,12532020-08-19
1253,107,1,2020-08-29 00:44:01,10.0,F2493,1,1,00,F2,2020-08-29,12532020-08-29
1268,107,1,2020-08-19 00:19:09,10.0,F2490,1,2,00,F2,2020-08-19,12682020-08-19
1268,107,1,2020-08-24 00:02:01,10.0,F2405,3,5,00,F2,2020-08-24,12682020-08-24
1278,107,1,2020-08-23 00:04:33,10.0,F2514,2,5,00,F2,2020-08-23,12782020-08-23
1295,107,3,2020-08-24 00:07:11,10.0,F2275,1,3,00,F2,2020-08-24,12952020-08-24
1299,107,2,2020-08-29 00:52:00,10.0,F2275,4,5,00,F2,2020-08-29,12992020-08-29
1306,107,1,2020-08-30 00:03:33,10.0,F2716,2,3,00,F2,2020-08-30,13062020-08-30
1308,107,1,2020-08-30 00:04:13,10.0,F2548,1,4,00,F2,2020-08-30,13082020-08-30
1318,107,2,2020-08-27 00:49:20,10.0,F2903,2,3,00,F2,2020-08-27,13182020-08-27
1327,107,1,2020-08-27 00:51:43,10.0,F2272,2,2,00,F2,2020-08-27,13272020-08-27
1339,107,1,2020-08-27 00:54:08,10.0,F2509,1,4,00,F2,2020-08-27,13392020-08-27
1343,107,2,2020-08-23 00:15:22,10.0,F2468,2,1,00,F2,2020-08-23,13432020-08-23
1351,107,4,2020-08-23 00:16:39,10.0,F2532,1,3,00,F2,2020-08-23,13512020-08-23
1357,107,1,2020-08-29 00:59:04,10.0,F2728,1,4,00,F2,2020-08-29,13572020-08-29
1401,107,1,2020-08-30 00:26:06,10.0,F2924,1,5,00,F2,2020-08-30,14012020-08-30
1405,107,1,2020-08-30 00:26:35,10.0,F2719,2,3,00,F2,2020-08-30,14052020-08-30
1407,107,1,2020-08-30 00:27:06,10.0,F2903,2,3,00,F2,2020-08-30,14072020-08-30
1446,107,1,2020-08-20 00:14:03,10.0,F2199,1,3,00,F2,2020-08-20,14462020-08-20
1454,107,2,2020-08-30 00:37:22,10.0,F2440,1,2,00,F2,2020-08-30,14542020-08-30
1456,107,2,2020-08-24 00:38:14,10.0,F2377,2,3,00,F2,2020-08-24,14562020-08-24
1457,107,1,2020-08-30 00:38:18,10.0,F2116,1,4,00,F2,2020-08-30,14572020-08-30
1468,107,1,2020-08-23 00:48:03,10.0,F2266,2,5,00,F2,2020-08-23,14682020-08-23
1469,107,1,2020-08-30 00:41:13,10.0,F2272,1,3,00,F2,2020-08-30,14692020-08-30
1480,107,1,2020-08-23 00:54:49,10.0,F2405,1,4,00,F2,2020-08-23,14802020-08-23
1485,107,1,2020-08-24 00:45:02,10.0,F2856,1,4,00,F2,2020-08-24,14852020-08-24
1486,107,1,2020-08-20 00:24:31,10.0,F2142,2,2,00,F2,2020-08-20,14862020-08-20
1486,107,1,2020-08-23 00:57:06,10.0,F2528,2,3,00,F2,2020-08-23,14862020-08-23
1489,107,1,2020-08-30 00:45:20,10.0,F2143,2,1,00,F2,2020-08-30,14892020-08-30
1497,107,1,2020-08-20 00:26:44,10.0,F2252,1,4,00,F2,2020-08-20,14972020-08-20
1596,107,1,2020-08-20 00:56:48,10.0,F2260,3,4,00,F2,2020-08-20,15962020-08-20
496,107,1,2020-08-17 00:09:31,10.0,F3366,1,3,00,F3,2020-08-17,4962020-08-17
538,107,2,2020-08-17 00:27:25,10.0,F3259,3,5,00,F3,2020-08-17,5382020-08-17
557,107,1,2020-08-17 00:33:41,10.0,F3366,1,3,00,F3,2020-08-17,5572020-08-17
563,107,1,2020-08-17 00:35:01,10.0,F3447,1,3,00,F3,2020-08-17,5632020-08-17
868,107,5,2020-08-18 00:00:34,10.0,F3505,1,3,00,F3,2020-08-18,8682020-08-18
997,107,1,2020-08-28 00:06:56,10.0,F3375,2,1,00,F3,2020-08-28,9972020-08-28
1012,107,1,2020-08-28 00:10:33,10.0,F3616,2,3,00,F3,2020-08-28,10122020-08-28
1022,107,1,2020-08-28 00:12:18,10.0,F3693,2,4,00,F3,2020-08-28,10222020-08-28
1047,107,1,2020-08-18 00:37:32,10.0,F3504,2,5,00,F3,2020-08-18,10472020-08-18
1065,107,1,2020-08-28 00:16:54,10.0,F3550,1,4,00,F3,2020-08-28,10652020-08-28
1070,107,1,2020-08-18 00:45:59,10.0,F3817,3,4,00,F3,2020-08-18,10702020-08-18
1094,107,2,2020-08-28 00:21:57,10.0,F3846,1,2,00,F3,2020-08-28,10942020-08-28
1123,107,1,2020-08-25 00:10:28,10.0,F3729,1,4,00,F3,2020-08-25,11232020-08-25
1123,107,1,2020-08-28 00:26:25,10.0,F3233,1,3,00,F3,2020-08-28,11232020-08-28
1135,107,1,2020-08-28 00:29:18,10.0,F3510,1,4,00,F3,2020-08-28,11352020-08-28
1145,107,1,2020-08-27 00:10:02,10.0,F3329,3,3,00,F3,2020-08-27,11452020-08-27
1152,107,1,2020-08-27 00:12:01,10.0,F3447,3,5,00,F3,2020-08-27,11522020-08-27
1154,107,1,2020-08-28 00:33:15,10.0,F3782,1,5,00,F3,2020-08-28,11542020-08-28
1183,107,3,2020-08-27 00:23:04,10.0,F3061,1,5,00,F3,2020-08-27,11832020-08-27
1187,107,2,2020-08-27 00:23:23,10.0,F3199,3,3,00,F3,2020-08-27,11872020-08-27
1205,107,1,2020-08-22 00:57:02,10.0,F3199,2,5,00,F3,2020-08-22,12052020-08-22
1221,107,1,2020-08-27 00:27:10,10.0,F3771,1,3,00,F3,2020-08-27,12212020-08-27
1224,107,4,2020-08-25 00:25:19,10.0,F3820,1,3,00,F3,2020-08-25,12242020-08-25
1235,107,1,2020-08-25 00:30:42,10.0,F3529,1,4,00,F3,2020-08-25,12352020-08-25
1245,107,2,2020-08-29 00:43:00,10.0,F3329,1,3,00,F3,2020-08-29,12452020-08-29
1278,107,1,2020-08-28 00:57:46,10.0,F3347,1,4,00,F3,2020-08-28,12782020-08-28
1278,107,2,2020-08-27 00:40:29,10.0,F3001,2,4,00,F3,2020-08-27,12782020-08-27
1280,107,1,2020-08-23 00:04:46,10.0,F3111,1,5,00,F3,2020-08-23,12802020-08-23
1288,107,2,2020-08-24 00:03:57,10.0,F3249,1,3,00,F3,2020-08-24,12882020-08-24
1289,107,1,2020-08-26 00:49:17,10.0,F3292,2,5,00,F3,2020-08-26,12892020-08-26
1291,107,1,2020-08-29 00:49:54,10.0,F3329,2,5,00,F3,2020-08-29,12912020-08-29
1299,107,2,2020-08-30 00:01:30,10.0,F3555,2,4,00,F3,2020-08-30,12992020-08-30
1309,107,1,2020-08-26 00:53:34,10.0,F3421,2,5,00,F3,2020-08-26,13092020-08-26
1319,107,1,2020-08-24 00:11:14,10.0,F3670,1,4,00,F3,2020-08-24,13192020-08-24
1335,107,1,2020-08-23 00:14:21,10.0,F3199,2,4,00,F3,2020-08-23,13352020-08-23
1342,107,1,2020-08-23 00:15:13,10.0,F3893,1,4,00,F3,2020-08-23,13422020-08-23
1348,107,1,2020-08-23 00:16:21,10.0,F3821,2,3,00,F3,2020-08-23,13482020-08-23
1348,107,1,2020-08-23 00:16:21,10.0,F3821,3,4,00,F3,2020-08-23,13482020-08-23
1353,107,1,2020-08-29 00:58:29,10.0,F3024,2,3,00,F3,2020-08-29,13532020-08-29
1356,107,1,2020-08-29 00:58:51,10.0,F3211,2,4,00,F3,2020-08-29,13562020-08-29
1359,107,1,2020-08-23 00:18:14,10.0,F3543,1,3,00,F3,2020-08-23,13592020-08-23
1363,107,1,2020-08-23 00:18:41,10.0,F3764,1,1,00,F3,2020-08-23,13632020-08-23
1373,107,1,2020-08-19 00:47:35,10.0,F3479,3,3,00,F3,2020-08-19,13732020-08-19
1377,107,1,2020-08-23 00:22:36,10.0,F3764,5,1,00,F3,2020-08-23,13772020-08-23
1379,107,1,2020-08-24 00:21:57,10.0,F3134,2,5,00,F3,2020-08-24,13792020-08-24
1381,107,1,2020-08-24 00:22:19,10.0,F3170,2,2,00,F3,2020-08-24,13812020-08-24
1383,107,2,2020-08-30 00:21:40,10.0,F3824,1,3,00,F3,2020-08-30,13832020-08-30
1384,107,1,2020-08-24 00:22:34,10.0,F3007,2,2,00,F3,2020-08-24,13842020-08-24
1394,107,1,2020-08-23 00:26:05,10.0,F3764,1,2,00,F3,2020-08-23,13942020-08-23
1394,107,1,2020-08-23 00:26:05,10.0,F3764,2,1,00,F3,2020-08-23,13942020-08-23
1400,107,1,2020-08-23 00:26:41,10.0,F3404,1,4,00,F3,2020-08-23,14002020-08-23
1401,107,1,2020-08-23 00:26:50,10.0,F3764,1,3,00,F3,2020-08-23,14012020-08-23
1416,107,1,2020-08-23 00:30:58,10.0,F3448,1,4,00,F3,2020-08-23,14162020-08-23
1429,107,1,2020-08-23 00:35:09,10.0,F3447,2,3,00,F3,2020-08-23,14292020-08-23
1435,107,1,2020-08-23 00:39:35,10.0,F3479,1,3,00,F3,2020-08-23,14352020-08-23
1439,107,1,2020-08-24 00:34:20,10.0,F3061,2,3,00,F3,2020-08-24,14392020-08-24
1444,107,1,2020-08-24 00:35:46,10.0,F3830,2,5,00,F3,2020-08-24,14442020-08-24
1462,107,1,2020-08-20 00:18:14,10.0,F3689,2,1,00,F3,2020-08-20,14622020-08-20
1463,107,1,2020-08-24 00:41:55,10.0,F3754,2,5,00,F3,2020-08-24,14632020-08-24
1475,107,1,2020-08-20 00:21:25,10.0,F3588,1,4,00,F3,2020-08-20,14752020-08-20
1481,107,1,2020-08-23 00:54:57,10.0,F3053,1,4,00,F3,2020-08-23,14812020-08-23
1482,107,1,2020-08-30 00:44:27,10.0,F3514,1,3,00,F3,2020-08-30,14822020-08-30
1491,107,1,2020-08-30 00:45:38,10.0,F3713,1,3,00,F3,2020-08-30,14912020-08-30
1492,107,1,2020-08-30 00:45:59,10.0,F3892,1,4,00,F3,2020-08-30,14922020-08-30
1496,107,1,2020-08-20 00:26:37,10.0,F3884,1,5,00,F3,2020-08-20,14962020-08-20
1522,107,1,2020-08-30 00:53:46,10.0,F3386,1,3,00,F3,2020-08-30,15222020-08-30
1544,107,1,2020-08-20 00:40:28,10.0,F3334,1,2,00,F3,2020-08-20,15442020-08-20
490,107,1,2020-08-17 00:07:49,10.0,F4633,2,1,00,F4,2020-08-17,4902020-08-17
564,107,2,2020-08-17 00:35:45,10.0,F4642,1,3,00,F4,2020-08-17,5642020-08-17
580,107,2,2020-08-17 00:38:23,10.0,F4257,1,3,00,F4,2020-08-17,5802020-08-17
610,107,1,2020-08-17 00:56:38,10.0,F4486,1,4,00,F4,2020-08-17,6102020-08-17
900,107,1,2020-08-18 00:06:30,10.0,F4063,2,3,00,F4,2020-08-18,9002020-08-18
918,107,1,2020-08-18 00:09:45,10.0,F4544,2,3,00,F4,2020-08-18,9182020-08-18
926,107,1,2020-08-18 00:11:05,10.0,F4032,2,3,00,F4,2020-08-18,9262020-08-18
941,107,1,2020-08-18 00:15:58,10.0,F4799,1,3,00,F4,2020-08-18,9412020-08-18
974,107,1,2020-08-28 00:00:49,10.0,F4682,1,3,00,F4,2020-08-28,9742020-08-28
989,107,1,2020-08-18 00:26:33,10.0,F4756,4,3,00,F4,2020-08-18,9892020-08-18
1054,107,2,2020-08-22 00:10:34,10.0,F4703,1,4,00,F4,2020-08-22,10542020-08-22
1059,107,1,2020-08-28 00:16:21,10.0,F4720,2,5,00,F4,2020-08-28,10592020-08-28
1072,107,1,2020-08-28 00:17:58,10.0,F4427,2,3,00,F4,2020-08-28,10722020-08-28
1076,107,1,2020-08-18 00:46:44,10.0,F4778,1,4,00,F4,2020-08-18,10762020-08-18
1084,107,1,2020-08-29 00:00:46,10.0,F4427,2,3,00,F4,2020-08-29,10842020-08-29
1089,107,1,2020-08-28 00:21:07,10.0,F4128,1,3,00,F4,2020-08-28,10892020-08-28
1089,107,2,2020-08-18 00:51:54,10.0,F4697,2,1,00,F4,2020-08-18,10892020-08-18
1119,107,1,2020-08-26 00:03:12,10.0,F4562,1,3,00,F4,2020-08-26,11192020-08-26
1139,107,1,2020-08-26 00:07:18,10.0,F4321,2,4,00,F4,2020-08-26,11392020-08-26
1155,107,1,2020-08-28 00:33:21,10.0,F4498,1,3,00,F4,2020-08-28,11552020-08-28
1162,107,2,2020-08-26 00:13:23,10.0,F4705,2,4,00,F4,2020-08-26,11622020-08-26
1171,107,2,2020-08-27 00:19:13,10.0,F4349,1,1,00,F4,2020-08-27,11712020-08-27
1180,107,1,2020-08-27 00:22:32,10.0,F4399,3,3,00,F4,2020-08-27,11802020-08-27
1193,107,1,2020-08-27 00:24:02,10.0,F4547,2,2,00,F4,2020-08-27,11932020-08-27
1209,107,1,2020-08-27 00:26:01,10.0,F4128,1,2,00,F4,2020-08-27,12092020-08-27
1212,107,1,2020-08-27 00:26:16,10.0,F4442,1,2,00,F4,2020-08-27,12122020-08-27
1235,107,1,2020-08-27 00:31:18,10.0,F4573,1,1,00,F4,2020-08-27,12352020-08-27
1252,107,1,2020-08-26 00:41:57,10.0,F4179,4,4,00,F4,2020-08-26,12522020-08-26
1272,107,2,2020-08-23 00:03:18,10.0,F4104,3,3,00,F4,2020-08-23,12722020-08-23
1279,107,1,2020-08-26 00:47:14,10.0,F4266,1,4,00,F4,2020-08-26,12792020-08-26
1281,107,1,2020-08-29 00:47:59,10.0,F4370,3,4,00,F4,2020-08-29,12812020-08-29
1294,107,1,2020-08-29 00:50:46,10.0,F4607,3,3,00,F4,2020-08-29,12942020-08-29
1302,107,1,2020-08-26 00:52:00,10.0,F4696,1,1,00,F4,2020-08-26,13022020-08-26
1302,107,2,2020-08-23 00:09:25,10.0,F4104,1,4,00,F4,2020-08-23,13022020-08-23
1308,107,3,2020-08-26 00:53:24,10.0,F4824,1,3,00,F4,2020-08-26,13082020-08-26
1310,107,1,2020-08-26 00:55:11,10.0,F4696,2,4,00,F4,2020-08-26,13102020-08-26
1323,107,2,2020-08-29 00:55:03,10.0,F4351,1,4,00,F4,2020-08-29,13232020-08-29
1325,107,1,2020-08-24 00:13:14,10.0,F4370,3,5,00,F4,2020-08-24,13252020-08-24
1326,107,2,2020-08-23 00:12:17,10.0,F4032,1,3,00,F4,2020-08-23,13262020-08-23
1328,107,1,2020-08-27 00:51:57,10.0,F4731,3,4,00,F4,2020-08-27,13282020-08-27
1328,107,1,2020-08-29 00:55:34,10.0,F4128,3,4,00,F4,2020-08-29,13282020-08-29
1356,107,1,2020-08-24 00:18:12,10.0,F4689,3,3,00,F4,2020-08-24,13562020-08-24
1381,107,1,2020-08-23 00:23:41,10.0,F4405,2,3,00,F4,2020-08-23,13812020-08-23
1386,107,1,2020-08-19 00:57:33,10.0,F4443,1,2,00,F4,2020-08-19,13862020-08-19
1395,107,2,2020-08-30 00:23:26,10.0,F4770,3,4,00,F4,2020-08-30,13952020-08-30
1414,107,1,2020-08-20 00:04:52,10.0,F4425,1,4,00,F4,2020-08-20,14142020-08-20
1457,107,1,2020-08-20 00:16:01,10.0,F4775,1,4,00,F4,2020-08-20,14572020-08-20
1463,107,1,2020-08-23 00:46:46,10.0,F4268,1,2,00,F4,2020-08-23,14632020-08-23
1465,107,1,2020-08-23 00:47:25,10.0,F4268,2,5,00,F4,2020-08-23,14652020-08-23
1469,107,1,2020-08-24 00:42:48,10.0,F4236,1,3,00,F4,2020-08-24,14692020-08-24
1497,107,5,2020-08-30 00:47:19,10.0,F4606,1,3,00,F4,2020-08-30,14972020-08-30
1501,107,1,2020-08-24 00:49:04,10.0,F4284,1,3,00,F4,2020-08-24,15012020-08-24
1505,107,2,2020-08-24 00:49:34,10.0,F4351,1,4,00,F4,2020-08-24,15052020-08-24
1536,107,2,2020-08-24 00:59:01,10.0,F4321,1,4,00,F4,2020-08-24,15362020-08-24
1566,107,1,2020-08-20 00:47:47,10.0,F4632,1,1,00,F4,2020-08-20,15662020-08-20
1600,107,2,2020-08-20 00:58:48,10.0,F4486,6,4,00,F4,2020-08-20,16002020-08-20
1211,107,1,2020-08-28 00:42:23,10.0,F5393,4,3,00,F5,2020-08-28,12112020-08-28
1233,107,1,2020-08-26 00:35:50,10.0,F5523,2,4,00,F5,2020-08-26,12332020-08-26
1286,107,1,2020-08-26 00:48:42,10.0,F5475,1,2,00,F5,2020-08-26,12862020-08-26
1326,107,1,2020-08-24 00:13:22,10.0,F5785,2,5,00,F5,2020-08-24,13262020-08-24
1330,107,1,2020-08-24 00:13:50,10.0,F5472,1,3,00,F5,2020-08-24,13302020-08-24
1426,107,1,2020-08-23 00:34:15,10.0,F5475,1,4,00,F5,2020-08-23,14262020-08-23
1279,107,1,2020-08-27 00:40:38,10.0,H2106,1,3,00,H2,2020-08-27,12792020-08-27
1366,107,1,2020-08-29 01:00:11,10.0,F1367,1,3,01,F1,2020-08-29,13662020-08-29
1316,107,1,2020-08-25 01:00:35,10.0,F3884,2,1,01,F3,2020-08-25,13162020-08-25
1317,107,10,2020-08-25 01:03:42,10.0,F3843,3,3,01,F3,2020-08-25,13172020-08-25
1545,107,4,2020-08-24 01:01:05,10.0,F3858,1,5,01,F3,2020-08-24,15452020-08-24
1546,107,1,2020-08-24 01:08:06,10.0,F3732,4,5,01,F3,2020-08-24,15462020-08-24
1548,107,2,2020-08-24 01:16:18,10.0,F3874,2,3,01,F3,2020-08-24,15482020-08-24
1375,107,1,2020-08-29 01:01:17,10.0,F4762,1,5,01,F4,2020-08-29,13752020-08-29
2,107,1,2020-08-28 16:56:13,10.0,F3290,2,3,16,F3,2020-08-28,22020-08-28
1,107,1,2020-08-15 17:42:04,10.0,F0000,2,5,17,F0,2020-08-15,12020-08-15
1,107,1,2020-08-16 17:17:02,10.0,F0000,2,2,17,F0,2020-08-16,12020-08-16
2,107,1,2020-08-14 17:19:26,10.0,F0000,1,3,17,F0,2020-08-14,22020-08-14
4,107,1,2020-08-17 17:24:17,10.0,F0000,2,2,17,F0,2020-08-17,42020-08-17
11,107,1,2020-08-27 17:22:30,10.0,F0000,1,4,17,F0,2020-08-27,112020-08-27
17,107,1,2020-08-19 17:17:50,10.0,F0000,1,2,17,F0,2020-08-19,172020-08-19
18,107,1,2020-08-19 17:18:00,10.0,F0000,1,1,17,F0,2020-08-19,182020-08-19
22,107,1,2020-08-24 17:30:15,10.0,F0000,1,5,17,F0,2020-08-24,222020-08-24
23,107,1,2020-08-24 17:30:45,10.0,F0000,1,1,17,F0,2020-08-24,232020-08-24
38,107,1,2020-08-29 17:48:40,10.0,F0000,2,4,17,F0,2020-08-29,382020-08-29
4,107,1,2020-08-23 17:06:45,10.0,F2451,1,5,17,F2,2020-08-23,42020-08-23
4,107,1,2020-08-27 17:06:45,10.0,F2777,1,2,17,F2,2020-08-27,42020-08-27
5,107,1,2020-08-23 17:08:51,10.0,F2036,1,4,17,F2,2020-08-23,52020-08-23
8,107,1,2020-08-29 17:25:32,10.0,F2059,1,4,17,F2,2020-08-29,82020-08-29
9,107,1,2020-08-23 17:32:27,10.0,F2542,1,2,17,F2,2020-08-23,92020-08-23
9,107,2,2020-08-23 17:09:59,10.0,F2719,1,2,17,F2,2020-08-23,92020-08-23
12,107,1,2020-08-25 17:47:48,10.0,F2935,2,3,17,F2,2020-08-25,122020-08-25
16,107,2,2020-08-23 17:17:12,10.0,F2199,2,4,17,F2,2020-08-23,162020-08-23
16,107,3,2020-08-29 17:29:08,10.0,F2595,1,4,17,F2,2020-08-29,162020-08-29
17,107,1,2020-08-28 17:20:48,10.0,F2533,1,5,17,F2,2020-08-28,172020-08-28
18,107,1,2020-08-23 17:45:39,10.0,F2509,2,3,17,F2,2020-08-23,182020-08-23
18,107,1,2020-08-27 17:30:12,10.0,F2679,1,1,17,F2,2020-08-27,182020-08-27
20,107,2,2020-08-23 17:48:47,10.0,F2801,1,4,17,F2,2020-08-23,202020-08-23
22,107,1,2020-08-26 17:46:58,10.0,F2375,2,5,17,F2,2020-08-26,222020-08-26
23,107,1,2020-08-26 17:47:38,10.0,F2588,2,2,17,F2,2020-08-26,232020-08-26
26,107,1,2020-08-24 17:34:10,10.0,F2567,1,1,17,F2,2020-08-24,262020-08-24
26,107,4,2020-08-23 17:58:27,10.0,F2719,1,4,17,F2,2020-08-23,262020-08-23
27,107,1,2020-08-24 17:34:26,10.0,F2634,1,5,17,F2,2020-08-24,272020-08-24
28,107,1,2020-08-24 17:34:34,10.0,F2679,1,3,17,F2,2020-08-24,282020-08-24
29,107,1,2020-08-24 17:34:54,10.0,F2577,2,5,17,F2,2020-08-24,292020-08-24
30,107,1,2020-08-27 17:46:02,10.0,F2509,1,3,17,F2,2020-08-27,302020-08-27
32,107,1,2020-08-29 17:42:09,10.0,F2542,1,2,17,F2,2020-08-29,322020-08-29
33,107,1,2020-08-27 17:47:21,10.0,F2798,1,4,17,F2,2020-08-27,332020-08-27
36,107,1,2020-08-24 17:40:17,10.0,F2321,2,3,17,F2,2020-08-24,362020-08-24
40,107,1,2020-08-24 17:43:35,10.0,F2679,1,1,17,F2,2020-08-24,402020-08-24
42,107,1,2020-08-28 17:57:22,10.0,F2059,1,4,17,F2,2020-08-28,422020-08-28
43,107,1,2020-08-24 17:49:47,10.0,F2533,1,1,17,F2,2020-08-24,432020-08-24
45,107,1,2020-08-24 17:50:13,10.0,F2359,1,4,17,F2,2020-08-24,452020-08-24
47,107,1,2020-08-24 17:50:36,10.0,F2115,1,5,17,F2,2020-08-24,472020-08-24
47,107,1,2020-08-24 17:50:36,10.0,F2115,2,4,17,F2,2020-08-24,472020-08-24
1,107,1,2020-08-19 17:05:12,10.0,F3199,2,5,17,F3,2020-08-19,12020-08-19
2,107,1,2020-08-24 17:09:22,10.0,F3787,1,5,17,F3,2020-08-24,22020-08-24
3,107,1,2020-08-17 17:22:27,10.0,F3383,1,5,17,F3,2020-08-17,32020-08-17
3,107,1,2020-08-23 17:29:45,10.0,F3178,1,1,17,F3,2020-08-23,32020-08-23
7,107,1,2020-08-27 17:15:46,10.0,F3406,1,3,17,F3,2020-08-27,72020-08-27
8,107,2,2020-08-25 17:28:03,10.0,F3459,2,4,17,F3,2020-08-25,82020-08-25
10,107,2,2020-08-24 17:17:36,10.0,F3567,1,3,17,F3,2020-08-24,102020-08-24
11,107,1,2020-08-29 17:26:43,10.0,F3863,3,5,17,F3,2020-08-29,112020-08-29
12,107,1,2020-08-23 17:36:25,10.0,F3556,1,5,17,F3,2020-08-23,122020-08-23
13,107,1,2020-08-27 17:25:08,10.0,F3355,1,3,17,F3,2020-08-27,132020-08-27
14,107,1,2020-08-19 17:16:31,10.0,F3391,1,3,17,F3,2020-08-19,142020-08-19
16,107,1,2020-08-23 17:44:50,10.0,F3199,2,3,17,F3,2020-08-23,162020-08-23
16,107,1,2020-08-26 17:34:47,10.0,F3204,1,3,17,F3,2020-08-26,162020-08-26
18,107,1,2020-08-22 17:25:48,10.0,F3493,1,5,17,F3,2020-08-22,182020-08-22
20,107,1,2020-08-22 17:26:14,10.0,F3556,1,5,17,F3,2020-08-22,202020-08-22
20,107,1,2020-08-24 17:29:04,10.0,F3374,1,4,17,F3,2020-08-24,202020-08-24
20,107,2,2020-08-27 17:32:57,10.0,F3592,2,2,17,F3,2020-08-27,202020-08-27
21,107,1,2020-08-24 17:29:13,10.0,F3595,1,2,17,F3,2020-08-24,212020-08-24
22,107,1,2020-08-29 17:33:44,10.0,F3843,1,4,17,F3,2020-08-29,222020-08-29
23,107,1,2020-08-22 17:27:25,10.0,F3787,1,4,17,F3,2020-08-22,232020-08-22
25,107,1,2020-08-23 17:25:14,10.0,F3129,1,3,17,F3,2020-08-23,252020-08-23
29,107,1,2020-08-26 17:50:47,10.0,F3008,2,5,17,F3,2020-08-26,292020-08-26
37,107,1,2020-08-24 17:40:28,10.0,F3693,2,4,17,F3,2020-08-24,372020-08-24
50,107,1,2020-08-24 17:57:44,10.0,F3268,3,1,17,F3,2020-08-24,502020-08-24
2,107,1,2020-08-23 17:06:01,10.0,F4586,1,2,17,F4,2020-08-23,22020-08-23
7,107,1,2020-08-23 17:09:38,10.0,F4370,1,3,17,F4,2020-08-23,72020-08-23
8,107,1,2020-08-23 17:09:45,10.0,F4284,1,4,17,F4,2020-08-23,82020-08-23
9,107,2,2020-08-17 17:53:13,10.0,F4486,1,4,17,F4,2020-08-17,92020-08-17
12,107,1,2020-08-28 17:18:37,10.0,F4486,2,4,17,F4,2020-08-28,122020-08-28
38,107,1,2020-08-27 17:48:29,10.0,F4268,2,1,17,F4,2020-08-27,382020-08-27
39,107,1,2020-08-27 17:48:47,10.0,F4486,1,1,17,F4,2020-08-27,392020-08-27
41,107,1,2020-08-27 17:48:59,10.0,F4246,1,3,17,F4,2020-08-27,412020-08-27
25,107,1,2020-08-26 17:47:59,10.0,F5472,2,2,17,F5,2020-08-26,252020-08-26
5,107,4,2020-08-29 17:25:04,10.0,F6770,3,3,17,F6,2020-08-29,52020-08-29
17,107,2,2020-08-29 17:29:57,10.0,F6770,2,3,17,F6,2020-08-29,172020-08-29
28,107,1,2020-08-26 17:50:29,10.0,F6770,4,5,17,F6,2020-08-26,282020-08-26
3,107,1,2020-08-15 18:33:55,10.0,F0000,1,3,18,F0,2020-08-15,32020-08-15
3,107,2,2020-08-12 18:38:00,10.0,F0000,3,4,18,F0,2020-08-12,32020-08-12
4,107,2,2020-08-16 18:50:58,10.0,F0000,1,5,18,F0,2020-08-16,42020-08-16
5,107,1,2020-08-12 18:56:38,10.0,F0000,1,5,18,F0,2020-08-12,52020-08-12
53,107,1,2020-08-19 18:01:15,10.0,F0000,1,3,18,F0,2020-08-19,532020-08-19
94,107,1,2020-08-22 18:19:25,10.0,F0000,1,5,18,F0,2020-08-22,942020-08-22
63,107,1,2020-08-26 18:51:22,10.0,F1558,1,4,18,F1,2020-08-26,632020-08-26
71,107,1,2020-08-29 18:46:09,10.0,F1821,2,2,18,F1,2020-08-29,712020-08-29
112,107,2,2020-08-22 18:56:39,10.0,F1182,2,4,18,F1,2020-08-22,1122020-08-22
17,107,1,2020-08-25 18:15:35,10.0,F2567,2,4,18,F2,2020-08-25,172020-08-25
20,107,1,2020-08-25 18:16:34,10.0,F2634,1,5,18,F2,2020-08-25,202020-08-25
39,107,1,2020-08-26 18:12:16,10.0,F2347,1,3,18,F2,2020-08-26,392020-08-26
47,107,1,2020-08-29 18:06:22,10.0,F2533,1,2,18,F2,2020-08-29,472020-08-29
52,107,1,2020-08-29 18:14:27,10.0,F2211,1,3,18,F2,2020-08-29,522020-08-29
52,107,1,2020-08-29 18:14:27,10.0,F2211,2,5,18,F2,2020-08-29,522020-08-29
53,107,1,2020-08-24 18:02:31,10.0,F2423,3,5,18,F2,2020-08-24,532020-08-24
55,107,1,2020-08-19 18:07:37,10.0,F2115,1,5,18,F2,2020-08-19,552020-08-19
55,107,1,2020-08-19 18:07:37,10.0,F2115,2,3,18,F2,2020-08-19,552020-08-19
55,107,2,2020-08-26 18:41:19,10.0,F2751,1,2,18,F2,2020-08-26,552020-08-26
55,107,2,2020-08-29 18:15:45,10.0,F2057,1,3,18,F2,2020-08-29,552020-08-29
58,107,1,2020-08-22 18:00:16,10.0,F2224,2,2,18,F2,2020-08-22,582020-08-22
58,107,1,2020-08-29 18:26:00,10.0,F2116,1,3,18,F2,2020-08-29,582020-08-29
60,107,1,2020-08-29 18:26:39,10.0,F2115,1,5,18,F2,2020-08-29,602020-08-29
