Users,Items
4802020-10-05,"[12, 154]"
13932020-10-19,[193]
13122020-10-04,"[148, 151]"
4802020-10-08,[12]
4802020-10-09,[128]
16622020-10-22,[154]
16622020-10-23,[169]
16622020-10-20,"[128, 141]"
16622020-10-21,[128]
4402020-08-21,[154]
1562020-11-23,[136]
4402020-08-23,[161]
4402020-08-22,"[2, 130]"
4402020-08-25,"[138, 157, 159]"
13122020-10-06,[76]
4402020-08-27,"[15, 74]"
4402020-08-26,"[128, 156]"
4402020-08-29,"[124, 130, 161]"
4402020-08-28,"[124, 159]"
13122020-10-07,"[134, 169]"
1562020-11-21,[2]
19542020-09-27,[185]
15642020-10-01,"[134, 169]"
10062020-08-26,"[155, 156]"
1562020-11-27,[170]
1562020-11-26,[2]
19892020-09-30,"[15, 18, 20]"
7862020-09-09,[156]
17122020-10-08,[93]
17122020-10-09,"[129, 156]"
7962020-08-18,[154]
17122020-10-04,[128]
17122020-10-05,[134]
17122020-10-06,[130]
7692020-09-14,"[76, 108]"
12932020-10-28,"[76, 134]"
17122020-10-02,"[76, 134]"
17122020-10-03,"[76, 128]"
8082020-10-23,[138]
1562020-11-29,[2]
7862020-09-08,[154]
4332020-09-12,[151]
102020-11-25,"[146, 151, 188]"
2312020-11-08,[151]
14552020-10-20,[193]
10732020-10-30,"[151, 164, 169]"
5402020-08-20,"[128, 151, 154, 164]"
5402020-08-21,"[128, 128, 155, 157, 163]"
17542020-11-25,[128]
5402020-08-23,"[107, 128]"
5402020-08-24,[155]
5402020-08-25,[154]
5402020-08-26,[154]
7292020-08-24,[151]
5402020-08-28,[107]
11812020-10-19,[124]
17542020-11-29,"[128, 129, 130, 132]"
11812020-10-18,"[139, 154]"
3602020-11-13,"[151, 177]"
3602020-11-12,[124]
3602020-11-11,"[76, 139, 142]"
7292020-08-26,"[128, 154]"
3602020-11-17,"[142, 146, 151]"
3602020-11-16,[151]
3602020-11-15,[139]
3602020-11-14,"[15, 142]"
3602020-11-19,[12]
3602020-11-18,"[146, 151]"
12932020-10-27,"[146, 151]"
20892020-10-02,[128]
20892020-10-01,[169]
12932020-10-24,"[151, 164]"
20892020-10-04,"[74, 100, 134]"
7292020-08-22,[151]
11812020-10-17,"[134, 154]"
12382020-09-18,[128]
12382020-09-19,[169]
11412020-08-27,"[155, 173]"
10182020-09-09,[128]
10182020-09-08,[154]
10182020-09-07,"[128, 156]"
10182020-09-06,[138]
10182020-09-05,[128]
10182020-09-04,"[74, 108, 128, 154]"
10362020-08-19,[148]
12382020-09-16,"[12, 45, 105, 154]"
12382020-09-17,[14]
10362020-08-18,"[21, 46, 167]"
2602020-10-08,"[12, 128]"
752020-10-28,"[123, 188]"
7382020-11-15,[193]
15172020-09-18,"[128, 130, 134, 154]"
7382020-11-17,"[108, 128]"
7382020-11-10,"[76, 173]"
7382020-11-11,[128]
7382020-11-12,[124]
7382020-11-13,[130]
15172020-09-13,"[151, 164, 169]"
4632020-10-30,"[141, 157]"
15172020-09-11,"[76, 130, 151, 164]"
7382020-11-18,"[107, 169]"
7382020-11-19,[107]
15172020-09-14,[141]
15172020-09-15,[134]
13662020-10-18,"[107, 134]"
13662020-10-19,"[107, 107, 157]"
17672020-10-02,[154]
5112020-08-28,"[45, 124]"
5112020-08-29,[154]
5112020-08-26,[129]
5112020-08-27,[134]
5112020-08-24,[154]
5112020-08-25,"[51, 155]"
13662020-10-16,"[26, 133, 173]"
5112020-08-23,"[148, 154]"
5112020-08-20,[128]
5112020-08-21,"[151, 155]"
19502020-10-01,[128]
19502020-10-02,"[76, 187]"
19502020-10-04,"[15, 128]"
19502020-10-05,[26]
19502020-10-08,[134]
19502020-10-09,[134]
19122020-09-17,"[21, 107]"
13562020-09-03,[161]
4412020-09-22,[164]
12912020-10-10,"[142, 142, 182]"
20742020-10-04,[134]
12912020-10-12,[160]
20742020-10-02,"[76, 129]"
12912020-10-14,[26]
19122020-09-19,"[105, 154]"
12912020-10-16,"[128, 134]"
8002020-09-05,[76]
1782020-11-10,[177]
18312020-11-29,[128]
18312020-11-25,"[169, 195]"
18312020-11-24,[107]
892020-10-11,[188]
11382020-10-24,[155]
13222020-11-12,[151]
12592020-09-23,[154]
13432020-08-30,[138]
2172020-10-05,"[179, 188]"
6112020-08-21,[130]
1412020-10-18,"[2, 2, 123]"
6112020-08-23,"[12, 161]"
6112020-08-22,[154]
6112020-08-25,"[134, 155]"
6112020-08-24,[140]
6112020-08-27,"[154, 169]"
6112020-08-26,[130]
6112020-08-29,[169]
6112020-08-28,"[124, 154]"
1412020-10-13,[187]
892020-10-10,"[2, 20, 179, 179]"
1412020-10-15,"[123, 179]"
1412020-10-14,"[2, 123]"
1412020-10-17,[2]
1412020-10-16,[188]
14572020-09-27,"[154, 170]"
4782020-09-29,[151]
14572020-09-25,"[130, 159, 170]"
14572020-09-23,"[135, 154]"
14572020-09-20,"[128, 178]"
14572020-09-21,"[12, 154]"
4782020-09-23,[151]
4782020-09-22,[2]
4782020-09-21,"[129, 130]"
4782020-09-20,"[76, 140, 154, 169]"
4782020-09-27,"[142, 169]"
5212020-10-30,[141]
4782020-09-25,[128]
4782020-09-24,"[128, 169]"
7512020-08-20,[134]
7512020-08-21,"[146, 151]"
7512020-08-22,"[107, 155]"
7512020-08-23,"[130, 148, 154, 155, 157, 161]"
7512020-08-24,[128]
7512020-08-25,[159]
7512020-08-26,[154]
2262020-09-09,[130]
2262020-09-06,"[151, 164]"
2262020-09-07,"[76, 151, 164, 164]"
2262020-09-04,[140]
16302020-10-24,[128]
2262020-09-02,[154]
2262020-09-03,[123]
2262020-09-01,[18]
21332020-09-29,"[15, 74]"
9352020-08-24,[128]
3842020-08-23,"[128, 134, 154]"
9292020-10-20,[128]
9352020-08-27,[18]
9292020-10-26,"[25, 76, 128, 156]"
3842020-08-27,[124]
3842020-08-24,"[128, 129]"
3842020-08-25,[124]
18752020-09-29,[154]
9292020-10-28,[134]
3842020-08-29,[154]
9352020-08-28,[154]
9352020-08-29,[124]
7332020-08-20,"[46, 51, 128, 161]"
7332020-08-22,[148]
1812020-08-13,"[128, 134, 155]"
7332020-08-24,"[151, 164]"
7332020-08-25,[107]
16512020-11-21,[128]
7332020-08-27,"[135, 156]"
18662020-09-21,[155]
10352020-11-16,[128]
8002020-09-01,[163]
9812020-10-29,"[1, 134]"
16512020-11-29,"[50, 168]"
10352020-11-17,[154]
8792020-10-19,"[76, 124, 130, 154]"
8792020-10-18,[107]
1812020-08-16,[140]
8792020-10-11,"[74, 128]"
8792020-10-10,"[142, 187]"
8792020-10-13,[169]
8792020-10-12,"[138, 154, 157]"
8792020-10-15,[135]
8792020-10-14,[141]
8792020-10-17,[128]
16702020-10-05,"[26, 93]"
19762020-09-19,"[107, 155]"
8592020-10-09,"[128, 146, 151, 164, 177]"
1202020-08-14,"[148, 154]"
13392020-10-19,"[26, 171]"
13392020-10-16,"[130, 190, 191]"
13392020-10-17,"[142, 157]"
19982020-10-26,"[1, 107]"
19982020-10-24,[170]
13392020-10-11,[142]
14282020-11-25,"[146, 151]"
14282020-11-27,"[128, 134, 138]"
14282020-11-26,"[107, 142, 160]"
14282020-11-21,[154]
222020-08-18,"[2, 123]"
14282020-11-23,"[128, 128]"
14282020-11-22,[134]
222020-08-15,[148]
222020-08-14,[12]
7432020-11-23,[1]
222020-08-16,"[148, 148]"
222020-08-11,"[15, 16, 16]"
14282020-11-28,"[50, 108]"
222020-08-13,[135]
222020-08-12,[12]
14122020-09-18,"[107, 154, 154, 183]"
14122020-09-19,"[107, 128]"
15472020-09-28,"[128, 151, 164]"
6942020-09-29,"[25, 107]"
6942020-09-27,[154]
15472020-09-25,"[46, 154]"
6942020-09-25,[154]
15472020-09-27,"[76, 107, 134]"
15472020-09-20,"[134, 173]"
6942020-09-22,"[128, 148, 154, 154]"
6942020-09-21,[26]
6942020-09-20,[146]
20112020-09-19,[26]
8072020-09-09,[154]
12412020-10-19,"[107, 134, 154, 159, 170]"
18822020-09-30,[130]
12412020-10-12,[139]
12412020-10-13,"[128, 155]"
8072020-09-01,"[138, 176]"
12412020-10-16,"[128, 134]"
8072020-09-06,"[26, 76, 76, 93, 154, 160, 169]"
8072020-09-05,"[128, 155, 176]"
12412020-10-15,[22]
5672020-09-18,[154]
13252020-08-30,[26]
7942020-10-24,[151]
15802020-09-09,[134]
15802020-09-05,[159]
15802020-09-07,"[151, 166]"
2932020-08-13,[156]
5512020-10-30,"[108, 128, 154]"
5832020-11-20,[107]
5832020-11-23,"[18, 76, 141]"
5832020-11-22,[154]
5832020-11-24,"[15, 130, 142, 154]"
5832020-11-27,"[142, 178]"
5832020-11-26,[154]
5832020-11-29,"[21, 154]"
5832020-11-28,[130]
2292020-08-19,[154]
2952020-09-19,[2]
2952020-09-18,"[76, 173, 183]"
8272020-10-29,[154]
8272020-10-28,"[132, 154]"
2952020-09-13,[12]
2952020-09-12,[130]
2952020-09-11,"[108, 148]"
8272020-10-26,[130]
8272020-10-21,[76]
1582020-10-01,"[2, 26]"
8272020-10-23,[164]
2952020-09-14,[128]
6242020-11-05,"[100, 133, 134]"
8592020-10-06,[154]
6242020-11-07,[169]
2292020-08-18,[154]
11092020-10-29,[169]
8602020-09-11,"[148, 151]"
62020-10-19,[2]
62020-10-18,"[107, 188]"
62020-10-15,[2]
11092020-10-21,"[12, 22, 128, 157]"
62020-10-17,[2]
11092020-10-23,[128]
62020-10-11,[123]
11092020-10-25,[76]
62020-10-13,"[2, 74]"
62020-10-12,"[123, 188]"
4032020-08-22,"[129, 130]"
4032020-08-23,"[130, 135]"
4032020-08-20,[128]
4032020-08-21,"[130, 135, 139, 155]"
4032020-08-26,"[128, 128]"
10032020-10-29,[134]
4032020-08-25,"[124, 161]"
10032020-10-27,"[151, 164]"
10032020-10-26,"[128, 193]"
4032020-08-28,"[18, 159]"
10032020-10-24,[76]
10032020-10-23,[188]
8002020-09-08,[148]
10032020-10-21,"[142, 154]"
10032020-10-20,[188]
1542020-09-02,"[151, 166]"
1542020-09-03,[152]
1542020-09-01,"[12, 76]"
1542020-09-06,[156]
1542020-09-07,"[22, 25, 178]"
1542020-09-04,"[151, 155, 164]"
1542020-09-05,"[151, 164]"
19772020-09-30,"[21, 76, 128]"
1542020-09-09,[163]
15122020-11-30,[76]
982020-10-17,[123]
982020-10-16,[26]
952020-09-09,"[2, 123]"
982020-10-14,"[74, 156]"
982020-10-13,[2]
982020-10-12,[123]
982020-10-10,"[2, 179]"
952020-09-03,[156]
952020-09-02,[148]
952020-09-01,"[124, 154]"
952020-09-07,[152]
952020-09-06,"[2, 155]"
982020-10-19,"[2, 123]"
982020-10-18,"[21, 123, 169]"
13352020-09-29,"[76, 128]"
11942020-11-28,[132]
5602020-08-18,[154]
16292020-09-30,[154]
11942020-11-21,"[146, 151]"
11942020-11-20,"[107, 140, 195]"
11942020-11-23,"[76, 107]"
3222020-10-19,[151]
13352020-09-25,"[128, 128, 138, 154]"
11942020-11-24,[12]
11942020-11-27,"[98, 142, 160]"
13352020-09-26,[128]
7942020-10-25,[154]
10922020-09-29,"[93, 141, 154]"
10922020-09-28,"[142, 182]"
10922020-09-27,[161]
10922020-09-26,[148]
10922020-09-25,"[128, 154]"
10922020-09-24,"[14, 134]"
4662020-10-25,"[107, 134, 154]"
10922020-09-21,[76]
10922020-09-20,[76]
5662020-08-23,"[14, 161]"
4762020-10-18,[193]
5792020-09-23,"[76, 128]"
11332020-10-12,[142]
5792020-09-21,"[93, 136, 154]"
5792020-09-20,[169]
5792020-09-27,[164]
5792020-09-26,[154]
5792020-09-25,"[130, 154]"
11332020-10-13,[22]
9102020-08-29,[156]
5592020-11-29,[154]
5792020-09-29,[132]
5792020-09-28,"[141, 146, 151]"
2152020-09-24,[170]
1842020-10-03,"[179, 188]"
3482020-11-11,[93]
3412020-10-19,[187]
9112020-09-09,[135]
11332020-10-16,"[74, 100, 128, 154]"
11332020-10-17,[134]
12872020-08-28,[163]
12872020-08-29,"[138, 169]"
13002020-11-17,[169]
14202020-09-28,"[128, 134]"
10532020-10-29,[130]
1002020-10-15,[2]
10532020-10-24,[12]
14202020-09-25,"[76, 76, 134]"
14202020-09-26,[130]
12872020-08-23,[129]
12872020-08-24,[123]
12872020-08-25,[12]
12872020-08-26,"[123, 156]"
14202020-09-23,"[51, 141]"
13942020-09-16,"[128, 134]"
16992020-11-29,[138]
13942020-09-14,"[133, 134]"
13942020-09-12,[154]
13942020-09-11,"[12, 128, 130, 169]"
14052020-10-10,"[129, 187]"
15782020-10-02,[128]
5232020-11-19,[169]
16992020-11-25,[128]
16992020-11-24,[107]
3402020-10-12,[169]
3402020-10-13,[178]
17772020-09-29,"[128, 128]"
17772020-09-28,[134]
3402020-10-16,"[130, 146, 151]"
1302020-10-22,[108]
3402020-10-14,[123]
3402020-10-15,[154]
17772020-09-22,[159]
17772020-09-21,[128]
1302020-10-23,"[2, 76, 169]"
17772020-09-27,[107]
17772020-09-26,[169]
2702020-10-13,"[154, 187]"
3112020-11-23,[154]
9112020-11-23,[20]
5172020-11-09,[138]
5172020-11-04,[129]
5172020-11-05,[124]
5172020-11-06,[135]
5172020-11-07,[15]
5722020-08-23,[138]
5172020-11-01,"[22, 154]"
7702020-11-21,[130]
7702020-11-20,[128]
7702020-11-23,[138]
7702020-11-22,"[15, 26, 26, 107, 196]"
7432020-11-28,[142]
7702020-11-24,[170]
7702020-11-27,[76]
6552020-11-26,[15]
7702020-11-29,[141]
1002020-10-18,[2]
6552020-11-25,"[134, 170]"
20222020-09-19,[74]
13302020-11-28,"[134, 154]"
6552020-11-24,[142]
4172020-10-14,[187]
2362020-09-18,"[76, 123]"
2362020-09-19,[2]
2362020-09-16,[15]
6552020-11-23,"[1, 134, 169]"
5722020-08-22,"[128, 161]"
13302020-11-22,"[15, 76]"
13302020-11-24,[142]
2362020-09-10,"[76, 151, 164]"
6552020-11-22,"[128, 135, 154]"
7792020-09-29,[130]
7792020-09-28,[154]
19632020-09-30,[178]
7792020-09-25,"[93, 108]"
1212020-11-15,"[2, 123]"
1212020-11-16,[20]
1212020-11-17,[2]
7792020-09-21,[76]
1212020-11-11,[123]
1212020-11-12,"[123, 188]"
7792020-09-22,"[100, 154]"
3682020-10-10,"[151, 164]"
3392020-10-12,"[151, 154]"
5842020-08-23,[151]
7962020-08-19,[169]
6982020-08-18,"[135, 159]"
5842020-08-24,[155]
9812020-10-24,[142]
5842020-08-25,[156]
6522020-08-22,[148]
15012020-08-20,[51]
6522020-08-20,"[154, 155]"
6522020-08-21,[128]
6522020-08-26,[128]
6522020-08-27,"[124, 154, 156]"
8782020-10-09,[128]
8782020-10-08,"[25, 128, 154]"
8782020-10-07,[139]
15062020-11-28,[154]
17662020-10-25,"[20, 146, 151, 155]"
17662020-10-24,"[128, 135, 154, 169]"
8782020-10-03,"[130, 131, 142, 154]"
17662020-10-22,"[22, 169]"
8782020-10-01,[128]
1192020-10-04,[76]
1342020-11-23,"[25, 25, 76, 107]"
1342020-11-22,"[18, 26]"
1342020-11-20,[188]
1342020-11-27,[2]
1192020-10-07,"[2, 2]"
1342020-11-25,"[15, 128]"
1342020-11-24,"[76, 107, 188]"
1342020-11-29,[76]
6552020-11-28,[98]
14172020-11-30,[198]
10742020-08-18,"[16, 51]"
3502020-09-22,"[76, 107, 107, 128, 154]"
3502020-09-23,"[130, 154]"
3502020-09-20,"[100, 151, 164]"
3502020-09-21,[157]
12792020-10-08,[12]
10112020-09-08,[128]
3502020-09-24,[170]
3502020-09-25,[148]
12792020-10-04,"[161, 189]"
12792020-10-05,"[1, 128]"
3502020-09-28,"[26, 107, 170]"
12792020-10-07,"[130, 134, 154]"
2042020-08-19,[154]
12792020-10-01,[134]
12792020-10-02,[76]
12792020-10-03,[189]
12702020-09-29,"[139, 169]"
12702020-09-28,"[22, 100, 154, 182]"
5072020-10-02,[154]
5072020-10-03,"[170, 175]"
5072020-10-04,"[142, 154]"
5072020-10-05,[76]
5072020-10-06,"[142, 154, 169]"
10112020-09-07,[93]
12702020-09-21,[128]
5072020-10-09,"[129, 132, 154]"
12702020-09-23,[128]
17382020-10-03,[22]
12702020-09-25,"[134, 134, 169]"
1272020-09-15,"[76, 130, 134, 138]"
12702020-09-27,"[134, 154]"
10432020-11-25,[140]
5592020-09-25,"[108, 134]"
5592020-09-24,[76]
5592020-09-27,"[76, 142, 148]"
5592020-09-26,[148]
5592020-09-21,[131]
5592020-09-20,[123]
5592020-09-23,[130]
5592020-09-22,[128]
1272020-09-13,[179]
5592020-09-29,[130]
5592020-09-28,[178]
15202020-08-30,"[12, 170]"
10112020-09-01,[169]
12942020-09-07,"[128, 169]"
8282020-11-18,[128]
7682020-09-22,"[12, 154]"
2152020-11-18,[2]
2152020-11-19,"[124, 136]"
7682020-09-27,"[161, 169]"
7682020-09-26,[134]
7682020-09-25,"[148, 151]"
7682020-09-24,"[100, 176]"
14332020-10-18,[154]
8282020-11-11,[142]
7682020-09-29,[130]
8282020-11-13,[142]
8282020-11-14,"[146, 151]"
2152020-11-17,[12]
8282020-11-16,[124]
8282020-11-17,[169]
11842020-08-18,[170]
13002020-08-29,[139]
6952020-08-18,"[151, 154, 166, 167]"
13002020-09-12,"[155, 160]"
13002020-08-23,[123]
12942020-09-02,"[12, 12]"
13002020-08-26,[140]
13002020-08-27,[155]
13002020-08-24,[159]
13002020-08-25,"[156, 160]"
9522020-10-15,"[130, 134, 156]"
14532020-09-12,[148]
14532020-09-11,"[12, 76, 128, 134, 140, 154, 154, 154, 160]"
9522020-10-16,[128]
9522020-10-11,[22]
14532020-09-16,"[76, 128, 141, 155, 178]"
14532020-09-15,"[76, 141, 169]"
14532020-09-14,"[138, 156]"
17102020-10-24,[169]
17102020-10-25,"[141, 154, 155, 169]"
14532020-09-19,"[146, 151, 169]"
14532020-09-18,"[14, 169]"
17102020-10-20,[128]
9522020-10-18,"[76, 134, 154]"
17102020-10-22,[12]
17102020-10-23,"[129, 175]"
12912020-09-16,"[12, 169]"
12912020-09-15,"[74, 128]"
12912020-09-13,[130]
12912020-09-12,"[12, 134, 155, 178]"
12912020-09-11,"[146, 151, 154]"
15102020-11-20,[134]
12912020-09-19,[183]
12912020-09-18,"[26, 156]"
16322020-09-28,"[76, 138, 169]"
13932020-09-19,"[154, 159]"
16322020-09-23,[135]
16322020-09-22,"[100, 156]"
16322020-09-21,[174]
5242020-09-06,[154]
16322020-09-27,"[107, 134, 168]"
16322020-09-26,"[15, 108]"
15102020-11-24,[128]
4162020-08-19,"[167, 170]"
4162020-08-18,[148]
4162020-08-13,[12]
10962020-09-24,[154]
10482020-08-18,"[128, 129]"
10482020-08-19,[130]
4162020-08-17,"[128, 130, 154]"
4162020-08-16,"[12, 128, 128, 140, 154, 154, 155]"
11492020-10-19,"[124, 134]"
18032020-10-26,[134]
2042020-08-12,[157]
18032020-10-24,"[108, 129, 155]"
18032020-10-23,[159]
18032020-10-20,"[129, 170]"
11492020-10-10,"[12, 142, 154]"
11492020-10-13,"[135, 154]"
11492020-10-12,"[128, 154]"
11492020-10-15,[141]
11492020-10-14,[141]
11492020-10-17,[188]
11492020-10-16,"[25, 25, 130, 134, 173]"
19582020-09-28,[76]
12752020-11-28,"[25, 76]"
1222020-08-22,[130]
1222020-08-23,"[130, 148]"
1222020-08-24,[161]
1222020-08-25,[155]
1222020-08-26,"[148, 151]"
5632020-09-27,[161]
19582020-09-20,[134]
19582020-09-21,"[128, 182]"
12752020-11-23,"[76, 128]"
12752020-11-22,"[76, 107]"
12752020-11-24,[128]
19582020-09-26,"[130, 159]"
19582020-09-27,[18]
1402020-08-29,[140]
4432020-09-06,[154]
5242020-09-04,"[76, 169]"
7802020-09-22,[169]
12442020-11-08,[169]
5562020-10-14,"[19, 74]"
17432020-10-20,[186]
17432020-10-22,[22]
17432020-10-23,[76]
17432020-10-24,"[14, 18, 22]"
17432020-10-25,"[20, 188]"
9562020-10-06,[142]
3392020-11-06,[128]
7942020-10-20,[138]
3952020-11-07,[142]
15132020-11-28,[108]
15132020-11-29,[134]
15132020-11-26,"[76, 140]"
15132020-11-24,"[128, 134, 154]"
15132020-11-25,[142]
15132020-11-22,"[20, 130, 193]"
5262020-08-22,"[123, 155]"
15132020-11-20,"[15, 76]"
15132020-11-21,[128]
1982020-10-13,[151]
9332020-08-19,"[167, 169]"
3392020-11-05,"[124, 130, 154]"
11042020-11-10,"[140, 169]"
5262020-08-24,"[25, 46, 154]"
5682020-11-10,[187]
3792020-10-24,[159]
1982020-10-11,[130]
2682020-10-10,"[22, 188]"
2702020-10-16,[177]
9012020-10-16,[169]
15532020-10-28,[154]
2702020-10-17,[100]
15532020-10-25,"[156, 169, 178]"
15532020-10-24,"[128, 154]"
15532020-10-27,[25]
5592020-11-24,[154]
15532020-10-21,[154]
15532020-10-20,"[76, 128]"
15532020-10-23,"[50, 76]"
15532020-10-22,[154]
11332020-09-29,"[128, 186]"
11332020-09-28,[76]
2702020-10-15,[154]
5032020-11-17,[169]
5652020-09-22,"[148, 155]"
2462020-09-21,"[2, 123]"
11332020-09-21,[15]
2702020-10-12,"[146, 151]"
12582020-10-23,[108]
11332020-09-22,[132]
12582020-10-25,"[76, 142]"
12582020-10-24,[93]
12582020-10-27,[169]
20782020-09-29,"[128, 171]"
14982020-09-14,"[18, 21, 105]"
7082020-09-24,[128]
7082020-09-27,"[128, 154]"
7082020-09-26,[18]
7082020-09-21,[178]
14982020-09-11,"[76, 76, 128, 139]"
7082020-09-23,[130]
13002020-09-19,[21]
18182020-10-18,[169]
2702020-10-11,[170]
7082020-09-29,"[130, 134, 169]"
7082020-09-28,"[22, 76]"
2682020-10-18,"[151, 164]"
4222020-09-04,"[135, 156]"
4222020-09-05,[12]
4222020-09-06,"[15, 146, 151]"
4222020-09-07,[129]
4222020-09-01,"[123, 161]"
4222020-09-02,[175]
4222020-09-03,[161]
4222020-09-08,"[154, 155]"
4222020-09-09,"[146, 151, 164]"
9292020-11-29,"[76, 142]"
10032020-11-14,[142]
11612020-09-06,[156]
11612020-09-07,[155]
11612020-09-04,"[129, 139]"
11612020-09-05,"[128, 134]"
11612020-09-02,"[108, 124, 124, 159]"
18242020-09-22,[134]
8892020-11-17,[142]
11802020-10-30,[20]
19372020-10-26,"[151, 154, 166, 177]"
11612020-09-08,"[148, 151, 155]"
11612020-09-09,"[134, 155]"
14682020-10-17,[155]
19432020-11-24,"[76, 134]"
12232020-08-28,[134]
12232020-08-29,"[134, 155]"
2702020-10-18,[170]
10692020-08-25,[146]
12232020-08-22,"[128, 136]"
12232020-08-23,"[128, 161]"
2702020-10-19,[154]
12232020-08-26,[138]
12232020-08-27,[25]
12232020-08-25,[146]
6072020-08-19,"[51, 156, 161, 169]"
712020-09-22,"[2, 159]"
712020-09-21,[2]
712020-09-20,[25]
712020-09-27,[2]
712020-09-26,[2]
712020-09-25,"[2, 123]"
712020-09-24,"[100, 108]"
10412020-08-21,[134]
10412020-08-22,"[128, 161, 170]"
712020-09-28,[93]
10412020-08-24,"[123, 128]"
16982020-11-30,"[142, 154]"
10412020-08-26,"[26, 128, 154, 156, 158]"
9622020-10-07,[154]
13322020-09-19,"[128, 134, 154]"
13322020-09-18,"[26, 107, 128, 155, 169]"
6252020-08-28,[155]
9622020-10-06,[142]
13322020-09-12,[21]
13322020-09-11,"[128, 130, 169]"
13322020-09-16,"[154, 169]"
13322020-09-15,"[15, 128, 156]"
1932020-08-21,[148]
9192020-11-15,[138]
9192020-11-14,[142]
9192020-11-17,[148]
9192020-11-16,"[151, 164]"
9192020-11-11,[142]
9192020-11-10,"[1, 76, 141]"
9192020-11-13,[154]
9192020-11-12,[164]
7102020-08-21,[156]
8232020-08-17,[154]
4422020-11-26,[166]
9192020-11-19,[130]
9192020-11-18,[138]
12092020-09-27,[146]
12812020-10-14,[142]
3422020-10-22,[130]
9622020-10-01,[169]
2332020-11-16,[136]
6752020-09-07,[169]
3422020-10-25,[193]
7102020-08-22,[148]
11202020-10-24,"[129, 142, 154]"
3422020-10-24,"[142, 154]"
8892020-11-14,"[142, 154]"
3422020-10-27,[169]
5582020-10-28,[130]
5582020-10-29,[138]
5582020-10-26,[154]
5582020-10-27,"[142, 154]"
5582020-10-24,[142]
3422020-10-26,[140]
5582020-10-22,"[93, 108]"
752020-09-10,[2]
5582020-10-20,[142]
5582020-10-21,[142]
11362020-11-29,[138]
11362020-11-28,[128]
17272020-09-30,"[22, 93]"
9572020-10-21,"[130, 154]"
11362020-11-21,[21]
11362020-11-20,[190]
11362020-11-23,"[128, 134]"
11362020-11-25,"[134, 142, 171]"
11362020-11-24,"[12, 140, 169]"
11362020-11-27,"[18, 146, 151, 154, 160]"
17092020-10-04,[76]
17092020-10-05,"[12, 140]"
17092020-10-06,[169]
17092020-10-01,[76]
17092020-10-02,"[46, 128]"
17092020-10-03,"[128, 134]"
17092020-10-08,[169]
17092020-10-09,[134]
10372020-11-20,[139]
16602020-10-28,[105]
9122020-10-10,[155]
9122020-10-13,[134]
9122020-10-12,"[148, 151]"
9122020-10-15,"[130, 154, 156]"
14382020-10-27,[134]
9122020-10-17,[141]
9122020-10-16,[128]
9122020-10-19,[124]
7832020-08-21,"[128, 135]"
5882020-09-12,[156]
16602020-10-23,[134]
16602020-10-24,[128]
16602020-10-25,"[22, 76, 135, 173]"
8432020-11-29,[142]
3222020-09-29,[26]
3222020-09-28,[15]
13522020-10-11,"[15, 74, 140, 142]"
18122020-10-08,[76]
13522020-10-16,"[151, 155, 156, 156, 164, 191]"
14162020-11-28,"[146, 151]"
14162020-11-29,[108]
14162020-11-26,"[18, 142, 166]"
18122020-10-02,[134]
13522020-10-19,[134]
14162020-11-25,[142]
3222020-09-25,[130]
14162020-11-23,[107]
3222020-09-27,[76]
18122020-10-04,"[22, 175]"
11032020-09-06,"[128, 169]"
11032020-09-07,[148]
11032020-09-04,"[26, 93, 135]"
11032020-09-05,[128]
1622020-11-08,[130]
1622020-11-09,[146]
1622020-11-04,"[107, 107]"
1622020-11-05,"[151, 164]"
1622020-11-06,[76]
1622020-11-07,"[123, 169]"
1622020-11-01,[22]
1622020-11-02,[107]
11032020-09-09,"[134, 154]"
7472020-08-23,[154]
7832020-08-29,"[45, 124]"
1742020-11-15,[188]
6252020-08-29,[154]
7612020-11-10,[142]
7832020-08-28,"[134, 155]"
9572020-10-22,"[128, 128, 138, 154, 193]"
6082020-08-22,[136]
6082020-08-21,"[15, 19, 128, 156]"
6082020-08-20,"[46, 154]"
3582020-08-29,[26]
6082020-08-26,"[128, 154]"
6082020-08-25,"[130, 154]"
6082020-08-24,[155]
3582020-08-25,"[15, 154]"
3582020-08-24,[135]
6082020-08-29,"[140, 148]"
6082020-08-28,[15]
3582020-08-21,"[128, 148, 154]"
3582020-08-20,[128]
3582020-08-23,"[107, 156]"
3582020-08-22,"[146, 151]"
4322020-09-08,"[146, 148, 151, 166]"
4712020-10-20,"[107, 190]"
342020-11-25,"[146, 151, 188]"
12812020-10-15,[100]
10372020-11-25,[15]
9572020-10-25,[151]
5242020-09-08,[128]
15642020-09-07,[169]
15642020-09-05,[12]
4852020-09-28,"[151, 164]"
3482020-09-15,[154]
4852020-09-23,[148]
4852020-09-22,[154]
