0,1,2
"frozenset(['25', '26'])",0.0006744738,"[OrderedStatistic(items_base=frozenset(['25']), items_add=frozenset(['26']), confidence=0.052932018681888945, lift=2.845665216225874), OrderedStatistic(items_base=frozenset(['26']), items_add=frozenset(['25']), confidence=0.036260220405261286, lift=2.845665216225874)]"
"frozenset(['146', '142'])",0.0006678613,"[OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['146']), confidence=0.01578125, lift=0.4501287544794418), OrderedStatistic(items_base=frozenset(['146']), items_add=frozenset(['142']), confidence=0.019049415314975483, lift=0.4501287544794418)]"
"frozenset(['151', '93'])",0.0006678613,"[OrderedStatistic(items_base=frozenset(['151']), items_add=frozenset(['93']), confidence=0.008566581849024597, lift=0.49240425938659854), OrderedStatistic(items_base=frozenset(['93']), items_add=frozenset(['151']), confidence=0.038388445458000756, lift=0.4924042593865985)]"
"frozenset(['108', '22'])",0.0006612488,"[OrderedStatistic(items_base=frozenset(['108']), items_add=frozenset(['22']), confidence=0.036140224069389236, lift=1.9443080561329293), OrderedStatistic(items_base=frozenset(['22']), items_add=frozenset(['108']), confidence=0.03557452863749555, lift=1.9443080561329291)]"
"frozenset(['76', '187'])",0.0006612488,"[OrderedStatistic(items_base=frozenset(['187']), items_add=frozenset(['76']), confidence=0.0749063670411985, lift=0.8402325308762355), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['187']), confidence=0.007417297136923305, lift=0.8402325308762356)]"
"frozenset(['15', '22'])",0.0006546363,"[OrderedStatistic(items_base=frozenset(['15']), items_add=frozenset(['22']), confidence=0.03198707592891761, lift=1.7208728230716048), OrderedStatistic(items_base=frozenset(['22']), items_add=frozenset(['15']), confidence=0.035218783351120594, lift=1.7208728230716046)]"
"frozenset(['26', '22'])",0.0006546363,"[OrderedStatistic(items_base=frozenset(['22']), items_add=frozenset(['26']), confidence=0.035218783351120594, lift=1.8933883353738417), OrderedStatistic(items_base=frozenset(['26']), items_add=frozenset(['22']), confidence=0.03519374333451831, lift=1.8933883353738417)]"
"frozenset(['128', '154', '156'])",0.0006546363,"[OrderedStatistic(items_base=frozenset(['128', '154']), items_add=frozenset(['156']), confidence=0.030284490669929644, lift=0.907268866783437), OrderedStatistic(items_base=frozenset(['128', '156']), items_add=frozenset(['154']), confidence=0.165, lift=1.224616460541814), OrderedStatistic(items_base=frozenset(['154', '156']), items_add=frozenset(['128']), confidence=0.20162932790224034, lift=1.4766199336236274)]"
"frozenset(['130', '148'])",0.0006480239,"[OrderedStatistic(items_base=frozenset(['130']), items_add=frozenset(['148']), confidence=0.012411347517730497, lift=0.4893002277786406), OrderedStatistic(items_base=frozenset(['148']), items_add=frozenset(['130']), confidence=0.025547445255474453, lift=0.4893002277786406)]"
"frozenset(['140', '134'])",0.0006480239,"[OrderedStatistic(items_base=frozenset(['134']), items_add=frozenset(['140']), confidence=0.008790814495873699, lift=0.5833374661678296), OrderedStatistic(items_base=frozenset(['140']), items_add=frozenset(['134']), confidence=0.04300131636682756, lift=0.5833374661678297)]"
"frozenset(['161', '134'])",0.0006480239,"[OrderedStatistic(items_base=frozenset(['134']), items_add=frozenset(['161']), confidence=0.008790814495873699, lift=0.5341205646430227), OrderedStatistic(items_base=frozenset(['161']), items_add=frozenset(['134']), confidence=0.03937324226597027, lift=0.5341205646430228)]"
"frozenset(['138', '142'])",0.0006480239,"[OrderedStatistic(items_base=frozenset(['138']), items_add=frozenset(['142']), confidence=0.021585903083700442, lift=0.510064771475771), OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['138']), confidence=0.0153125, lift=0.5100647714757709)]"
"frozenset(['128', '155', '154'])",0.0006480239,"[OrderedStatistic(items_base=frozenset(['128', '154']), items_add=frozenset(['155']), confidence=0.029978586723768737, lift=0.9173678048662125), OrderedStatistic(items_base=frozenset(['128', '155']), items_add=frozenset(['154']), confidence=0.14648729446935727, lift=1.0872166791964286), OrderedStatistic(items_base=frozenset(['155', '154']), items_add=frozenset(['128']), confidence=0.22171945701357468, lift=1.6237487537387838)]"
"frozenset(['155', '141'])",0.0006414114,"[OrderedStatistic(items_base=frozenset(['141']), items_add=frozenset(['155']), confidence=0.030321975617380433, lift=0.9278757690491349), OrderedStatistic(items_base=frozenset(['155']), items_add=frozenset(['141']), confidence=0.01962768110076892, lift=0.9278757690491349)]"
"frozenset(['15', '142'])",0.0006414114,"[OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['15']), confidence=0.01515625, lift=0.7405701231825526), OrderedStatistic(items_base=frozenset(['15']), items_add=frozenset(['142']), confidence=0.031340872374798066, lift=0.7405701231825527)]"
"frozenset(['76', '188'])",0.0006414114,"[OrderedStatistic(items_base=frozenset(['188']), items_add=frozenset(['76']), confidence=0.03583302548947174, lift=0.4019427838412195), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['188']), confidence=0.007194778222815606, lift=0.40194278384121956)]"
"frozenset(['146', '151', '134'])",0.0006414114,"[OrderedStatistic(items_base=frozenset(['146', '134']), items_add=frozenset(['151']), confidence=0.8981481481481481, lift=11.52044497848145), OrderedStatistic(items_base=frozenset(['151', '134']), items_add=frozenset(['146']), confidence=0.3688212927756654, lift=10.519893490224652), OrderedStatistic(items_base=frozenset(['146', '151']), items_add=frozenset(['134']), confidence=0.021970554926387317, lift=0.29804315132424003)]"
"frozenset(['146', '151', '141'])",0.0006414114,"[OrderedStatistic(items_base=frozenset(['146', '141']), items_add=frozenset(['151']), confidence=0.6298701298701299, lift=8.079273101792186), OrderedStatistic(items_base=frozenset(['151', '141']), items_add=frozenset(['146']), confidence=0.5843373493975904, lift=16.66706016824749), OrderedStatistic(items_base=frozenset(['146', '151']), items_add=frozenset(['141']), confidence=0.021970554926387317, lift=1.0386324010511496)]"
"frozenset(['15', '21'])",0.0006347989,"[OrderedStatistic(items_base=frozenset(['15']), items_add=frozenset(['21']), confidence=0.03101777059773829, lift=2.9953936332856728), OrderedStatistic(items_base=frozenset(['21']), items_add=frozenset(['15']), confidence=0.06130268199233717, lift=2.9953936332856728)]"
"frozenset(['20', '169'])",0.0006347989,"[OrderedStatistic(items_base=frozenset(['169']), items_add=frozenset(['20']), confidence=0.007842496528061434, lift=1.0870879078297), OrderedStatistic(items_base=frozenset(['20']), items_add=frozenset(['169']), confidence=0.08799266727772687, lift=1.0870879078297)]"
"frozenset(['177', '76'])",0.0006347989,"[OrderedStatistic(items_base=frozenset(['177']), items_add=frozenset(['76']), confidence=0.11320754716981132, lift=1.2698608627016315), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['177']), confidence=0.007120605251446373, lift=1.2698608627016315)]"
"frozenset(['138', '124'])",0.0006281864,"[OrderedStatistic(items_base=frozenset(['124']), items_add=frozenset(['138']), confidence=0.02676056338028169, lift=0.8914037972327357), OrderedStatistic(items_base=frozenset(['138']), items_add=frozenset(['124']), confidence=0.020925110132158593, lift=0.8914037972327358)]"
"frozenset(['173', '169'])",0.0006281864,"[OrderedStatistic(items_base=frozenset(['169']), items_add=frozenset(['173']), confidence=0.007760803855894127, lift=1.0797227289080156), OrderedStatistic(items_base=frozenset(['173']), items_add=frozenset(['169']), confidence=0.08739650413983441, lift=1.0797227289080156)]"
"frozenset(['76', '20'])",0.0006281864,"[OrderedStatistic(items_base=frozenset(['20']), items_add=frozenset(['76']), confidence=0.08707607699358387, lift=0.9767414365570904), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['20']), confidence=0.0070464322800771395, lift=0.9767414365570906)]"
"frozenset(['107', '22'])",0.0006215739,"[OrderedStatistic(items_base=frozenset(['107']), items_add=frozenset(['22']), confidence=0.016445066480055986, lift=0.8847281959133356), OrderedStatistic(items_base=frozenset(['22']), items_add=frozenset(['107']), confidence=0.03344005691924582, lift=0.8847281959133356)]"
"frozenset(['15', '134'])",0.0006215739,"[OrderedStatistic(items_base=frozenset(['134']), items_add=frozenset(['15']), confidence=0.00843200574094008, lift=0.4120076885934175), OrderedStatistic(items_base=frozenset(['15']), items_add=frozenset(['134']), confidence=0.030371567043618743, lift=0.4120076885934176)]"
"frozenset(['74', '142'])",0.0006215739,"[OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['74']), confidence=0.014687500000000001, lift=0.7966915127331421), OrderedStatistic(items_base=frozenset(['74']), items_add=frozenset(['142']), confidence=0.03371592539454807, lift=0.7966915127331422)]"
"frozenset(['128', '76', '169'])",0.0006215739,"[OrderedStatistic(items_base=frozenset(['128', '169']), items_add=frozenset(['76']), confidence=0.07430830039525692, lift=0.8335239549380142), OrderedStatistic(items_base=frozenset(['128', '76']), items_add=frozenset(['169']), confidence=0.06372881355932203, lift=0.7873249526805581), OrderedStatistic(items_base=frozenset(['76', '169']), items_add=frozenset(['128']), confidence=0.14596273291925468, lift=1.0689490623073108)]"
frozenset(['162']),0.0006149614,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset(['162']), confidence=0.0006149614161305041, lift=1.0)]"
"frozenset(['169', '187'])",0.0006149614,"[OrderedStatistic(items_base=frozenset(['169']), items_add=frozenset(['187']), confidence=0.007597418511559514, lift=0.8606367071795009), OrderedStatistic(items_base=frozenset(['187']), items_add=frozenset(['169']), confidence=0.06966292134831462, lift=0.860636707179501)]"
"frozenset(['146', '151', '142'])",0.0006149614,"[OrderedStatistic(items_base=frozenset(['146', '142']), items_add=frozenset(['151']), confidence=0.9207920792079208, lift=11.810896127780717), OrderedStatistic(items_base=frozenset(['151', '142']), items_add=frozenset(['146']), confidence=0.48186528497409326, lift=13.744248431034922), OrderedStatistic(items_base=frozenset(['146', '151']), items_add=frozenset(['142']), confidence=0.021064552661381655, lift=0.49774550537938844)]"
"frozenset(['140', '156'])",0.0006083489,"[OrderedStatistic(items_base=frozenset(['140']), items_add=frozenset(['156']), confidence=0.040368582711715666, lift=1.2093701257745737), OrderedStatistic(items_base=frozenset(['156']), items_add=frozenset(['140']), confidence=0.018225039619651346, lift=1.2093701257745737)]"
"frozenset(['128', '76', '134'])",0.0006083489,"[OrderedStatistic(items_base=frozenset(['128', '134']), items_add=frozenset(['76']), confidence=0.08363636363636365, lift=0.9381578131110841), OrderedStatistic(items_base=frozenset(['128', '76']), items_add=frozenset(['134']), confidence=0.062372881355932205, lift=0.8461238315909824), OrderedStatistic(items_base=frozenset(['76', '134']), items_add=frozenset(['128']), confidence=0.15181518151815182, lift=1.111809108271602)]"
"frozenset(['76', '155'])",0.0006017364,"[OrderedStatistic(items_base=frozenset(['155']), items_add=frozenset(['76']), confidence=0.018413597733711047, lift=0.20654724608154484), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['155']), confidence=0.006749740394600207, lift=0.20654724608154484)]"
"frozenset(['128', '151', '154'])",0.0006017364,"[OrderedStatistic(items_base=frozenset(['128', '151']), items_add=frozenset(['154']), confidence=0.19444444444444448, lift=1.4431507110762118), OrderedStatistic(items_base=frozenset(['128', '154']), items_add=frozenset(['151']), confidence=0.0278372591006424, lift=0.3570653822333375), OrderedStatistic(items_base=frozenset(['151', '154']), items_add=frozenset(['128']), confidence=0.10224719101123596, lift=0.7488009902875643)]"
"frozenset(['124', '156'])",0.000595124,"[OrderedStatistic(items_base=frozenset(['124']), items_add=frozenset(['156']), confidence=0.02535211267605634, lift=0.7595036941139707), OrderedStatistic(items_base=frozenset(['156']), items_add=frozenset(['124']), confidence=0.017828843106180665, lift=0.7595036941139707)]"
"frozenset(['132', '134'])",0.000595124,"[OrderedStatistic(items_base=frozenset(['132']), items_add=frozenset(['134']), confidence=0.06315789473684211, lift=0.8567729873661549), OrderedStatistic(items_base=frozenset(['134']), items_add=frozenset(['132']), confidence=0.00807319698600646, lift=0.856772987366155)]"
"frozenset(['155', '135'])",0.000595124,"[OrderedStatistic(items_base=frozenset(['135']), items_add=frozenset(['155']), confidence=0.02428494333513222, lift=0.7431379392207021), OrderedStatistic(items_base=frozenset(['155']), items_add=frozenset(['135']), confidence=0.018211250505868068, lift=0.7431379392207021)]"
"frozenset(['146', '177'])",0.000595124,"[OrderedStatistic(items_base=frozenset(['146']), items_add=frozenset(['177']), confidence=0.016974726518294986, lift=3.0272062696170194), OrderedStatistic(items_base=frozenset(['177']), items_add=frozenset(['146']), confidence=0.10613207547169812, lift=3.0272062696170194)]"
"frozenset(['151', '124'])",0.0005885115,"[OrderedStatistic(items_base=frozenset(['124']), items_add=frozenset(['151']), confidence=0.02507042253521127, lift=0.32157548172836853), OrderedStatistic(items_base=frozenset(['151']), items_add=frozenset(['124']), confidence=0.007548770144189992, lift=0.32157548172836853)]"
"frozenset(['176', '154'])",0.0005885115,"[OrderedStatistic(items_base=frozenset(['154']), items_add=frozenset(['176']), confidence=0.004367883784844916, lift=0.7939311260797017), OrderedStatistic(items_base=frozenset(['176']), items_add=frozenset(['154']), confidence=0.10697115384615385, lift=0.7939311260797016)]"
"frozenset(['154', '187'])",0.0005885115,"[OrderedStatistic(items_base=frozenset(['154']), items_add=frozenset(['187']), confidence=0.004367883784844916, lift=0.49479452951184405), OrderedStatistic(items_base=frozenset(['187']), items_add=frozenset(['154']), confidence=0.06666666666666667, lift=0.494794529511844)]"
"frozenset(['128', '123'])",0.000581899,"[OrderedStatistic(items_base=frozenset(['123']), items_add=frozenset(['128']), confidence=0.02061855670103093, lift=0.15099872694141436), OrderedStatistic(items_base=frozenset(['128']), items_add=frozenset(['123']), confidence=0.004261501210653753, lift=0.15099872694141436)]"
"frozenset(['76', '123'])",0.0005752865,"[OrderedStatistic(items_base=frozenset(['123']), items_add=frozenset(['76']), confidence=0.020384254920337398, lift=0.22865231325824834), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['123']), confidence=0.006453048509123276, lift=0.22865231325824834)]"
"frozenset(['148', '140'])",0.0005752865,"[OrderedStatistic(items_base=frozenset(['140']), items_add=frozenset(['148']), confidence=0.03817463799912242, lift=1.5049823592203557), OrderedStatistic(items_base=frozenset(['148']), items_add=frozenset(['140']), confidence=0.02267987486965589, lift=1.5049823592203557)]"
"frozenset(['155', '142'])",0.0005752865,"[OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['155']), confidence=0.013593750000000002, lift=0.4159792024989883), OrderedStatistic(items_base=frozenset(['155']), items_add=frozenset(['142']), confidence=0.017604208822339134, lift=0.41597920249898823)]"
"frozenset(['154', '163'])",0.0005752865,"[OrderedStatistic(items_base=frozenset(['154']), items_add=frozenset(['163']), confidence=0.004269729093050648, lift=0.6636247286875194), OrderedStatistic(items_base=frozenset(['163']), items_add=frozenset(['154']), confidence=0.0894141829393628, lift=0.6636247286875195)]"
"frozenset(['161', '156'])",0.0005752865,"[OrderedStatistic(items_base=frozenset(['156']), items_add=frozenset(['161']), confidence=0.017234548335974643, lift=1.047152876778268), OrderedStatistic(items_base=frozenset(['161']), items_add=frozenset(['156']), confidence=0.03495379670550422, lift=1.047152876778268)]"
"frozenset(['169', '178'])",0.0005752865,"[OrderedStatistic(items_base=frozenset(['169']), items_add=frozenset(['178']), confidence=0.007107262478555675, lift=0.7944007371540991), OrderedStatistic(items_base=frozenset(['178']), items_add=frozenset(['169']), confidence=0.06430155210643015, lift=0.7944007371540991)]"
"frozenset(['128', '107', '154'])",0.0005752865,"[OrderedStatistic(items_base=frozenset(['128', '107']), items_add=frozenset(['154']), confidence=0.12608695652173915, lift=0.9358070449463138), OrderedStatistic(items_base=frozenset(['107', '154']), items_add=frozenset(['128']), confidence=0.19078947368421056, lift=1.397234930546706), OrderedStatistic(items_base=frozenset(['128', '154']), items_add=frozenset(['107']), confidence=0.02661364331599878, lift=0.7041208301321168)]"
"frozenset(['15', '156'])",0.000568674,"[OrderedStatistic(items_base=frozenset(['15']), items_add=frozenset(['156']), confidence=0.027786752827140552, lift=0.8324411337748887), OrderedStatistic(items_base=frozenset(['156']), items_add=frozenset(['15']), confidence=0.017036450079239304, lift=0.8324411337748888)]"
"frozenset(['1', '142'])",0.0005620615,"[OrderedStatistic(items_base=frozenset(['1']), items_add=frozenset(['142']), confidence=0.05483870967741935, lift=1.295813004032258), OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['1']), confidence=0.013281249999999998, lift=1.295813004032258)]"
"frozenset(['130', '107'])",0.0005620615,"[OrderedStatistic(items_base=frozenset(['107']), items_add=frozenset(['130']), confidence=0.014870538838348496, lift=0.2848096147396916), OrderedStatistic(items_base=frozenset(['130']), items_add=frozenset(['107']), confidence=0.010764944275582573, lift=0.2848096147396916)]"
"frozenset(['12', '124'])",0.0005620615,"[OrderedStatistic(items_base=frozenset(['12']), items_add=frozenset(['124']), confidence=0.02033492822966507, lift=0.8662622144349349), OrderedStatistic(items_base=frozenset(['124']), items_add=frozenset(['12']), confidence=0.023943661971830982, lift=0.8662622144349348)]"
"frozenset(['12', '135'])",0.0005620615,"[OrderedStatistic(items_base=frozenset(['12']), items_add=frozenset(['135']), confidence=0.02033492822966507, lift=0.8297978578640095), OrderedStatistic(items_base=frozenset(['135']), items_add=frozenset(['12']), confidence=0.02293577981651376, lift=0.8297978578640094)]"
"frozenset(['146', '140'])",0.0005620615,"[OrderedStatistic(items_base=frozenset(['140']), items_add=frozenset(['146']), confidence=0.03729706011408512, lift=1.0638244254984872), OrderedStatistic(items_base=frozenset(['146']), items_add=frozenset(['140']), confidence=0.016031686156167485, lift=1.0638244254984872)]"
"frozenset(['128', '130', '134'])",0.0005620615,"[OrderedStatistic(items_base=frozenset(['128', '130']), items_add=frozenset(['134']), confidence=0.1151761517615176, lift=1.562430413952507), OrderedStatistic(items_base=frozenset(['128', '134']), items_add=frozenset(['130']), confidence=0.07727272727272727, lift=1.47997432532007), OrderedStatistic(items_base=frozenset(['130', '134']), items_add=frozenset(['128']), confidence=0.14964788732394366, lift=1.095937063056304)]"
"frozenset(['128', '138', '154'])",0.0005620615,"[OrderedStatistic(items_base=frozenset(['128', '138']), items_add=frozenset(['154']), confidence=0.17137096774193547, lift=1.2719012603379054), OrderedStatistic(items_base=frozenset(['128', '154']), items_add=frozenset(['138']), confidence=0.026001835423676962, lift=0.8661303016051197), OrderedStatistic(items_base=frozenset(['138', '154']), items_add=frozenset(['128']), confidence=0.14604810996563572, lift=1.0695743158350182)]"
"frozenset(['146', '151', '177'])",0.000555449,"[OrderedStatistic(items_base=frozenset(['146', '151']), items_add=frozenset(['177']), confidence=0.01902604756511891, lift=3.393030833992179), OrderedStatistic(items_base=frozenset(['146', '177']), items_add=frozenset(['151']), confidence=0.9333333333333332, lift=11.97176137970031), OrderedStatistic(items_base=frozenset(['151', '177']), items_add=frozenset(['146']), confidence=0.1909090909090909, lift=5.445301944377765)]"
"frozenset(['1', '76'])",0.0005488365,"[OrderedStatistic(items_base=frozenset(['1']), items_add=frozenset(['76']), confidence=0.05354838709677419, lift=0.6006578424757502), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['1']), confidence=0.006156356623646342, lift=0.6006578424757502)]"
"frozenset(['139', '155'])",0.0005488365,"[OrderedStatistic(items_base=frozenset(['139']), items_add=frozenset(['155']), confidence=0.027722110888443553, lift=0.848317909257068), OrderedStatistic(items_base=frozenset(['155']), items_add=frozenset(['139']), confidence=0.016794819910967217, lift=0.848317909257068)]"
"frozenset(['151', '15'])",0.0005488365,"[OrderedStatistic(items_base=frozenset(['15']), items_add=frozenset(['151']), confidence=0.026817447495961225, lift=0.3439843738224529), OrderedStatistic(items_base=frozenset(['151']), items_add=frozenset(['15']), confidence=0.007039864291772688, lift=0.34398437382245295)]"
"frozenset(['176', '169'])",0.0005488365,"[OrderedStatistic(items_base=frozenset(['169']), items_add=frozenset(['176']), confidence=0.006780491789886447, lift=1.2324603279960786), OrderedStatistic(items_base=frozenset(['176']), items_add=frozenset(['169']), confidence=0.09975961538461538, lift=1.2324603279960786)]"
"frozenset(['164', '12'])",0.000542224,"[OrderedStatistic(items_base=frozenset(['12']), items_add=frozenset(['164']), confidence=0.019617224880382773, lift=0.6518772360877624), OrderedStatistic(items_base=frozenset(['164']), items_add=frozenset(['12']), confidence=0.018018018018018018, lift=0.6518772360877624)]"
"frozenset(['124', '135'])",0.000542224,"[OrderedStatistic(items_base=frozenset(['124']), items_add=frozenset(['135']), confidence=0.023098591549295774, lift=0.9425733678921885), OrderedStatistic(items_base=frozenset(['135']), items_add=frozenset(['124']), confidence=0.022126281705342688, lift=0.9425733678921885)]"
"frozenset(['128', '168'])",0.000542224,"[OrderedStatistic(items_base=frozenset(['128']), items_add=frozenset(['168']), confidence=0.00397094430992736, lift=0.8653053847925141), OrderedStatistic(items_base=frozenset(['168']), items_add=frozenset(['128']), confidence=0.11815561959654178, lift=0.8653053847925142)]"
"frozenset(['142', '193'])",0.000542224,"[OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['193']), confidence=0.0128125, lift=1.4557637584522913), OrderedStatistic(items_base=frozenset(['193']), items_add=frozenset(['142']), confidence=0.06160781367392937, lift=1.4557637584522913)]"
"frozenset(['100', '142'])",0.0005356116,"[OrderedStatistic(items_base=frozenset(['100']), items_add=frozenset(['142']), confidence=0.05142857142857143, lift=1.2152330357142858), OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['100']), confidence=0.012656249999999999, lift=1.2152330357142858)]"
"frozenset(['107', '141'])",0.0005356116,"[OrderedStatistic(items_base=frozenset(['107']), items_add=frozenset(['141']), confidence=0.01417074877536739, lift=0.669905647561749), OrderedStatistic(items_base=frozenset(['141']), items_add=frozenset(['107']), confidence=0.02532041262894654, lift=0.6699056475617489)]"
"frozenset(['142', '170'])",0.0005356116,"[OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['170']), confidence=0.012656249999999999, lift=0.675844643802966), OrderedStatistic(items_base=frozenset(['170']), items_add=frozenset(['142']), confidence=0.028601694915254234, lift=0.675844643802966)]"
"frozenset(['151', '76', '148'])",0.0005356116,"[OrderedStatistic(items_base=frozenset(['151', '148']), items_add=frozenset(['76']), confidence=0.11020408163265305, lift=1.2361706765483227), OrderedStatistic(items_base=frozenset(['76', '148']), items_add=frozenset(['151']), confidence=0.2098445595854922, lift=2.6916524937705173), OrderedStatistic(items_base=frozenset(['151', '76']), items_add=frozenset(['148']), confidence=0.08672376873661669, lift=3.418964760758552)]"
"frozenset(['151', '76', '154'])",0.0005356116,"[OrderedStatistic(items_base=frozenset(['151', '154']), items_add=frozenset(['76']), confidence=0.09101123595505617, lift=1.020882525014626), OrderedStatistic(items_base=frozenset(['151', '76']), items_add=frozenset(['154']), confidence=0.08672376873661669, lift=0.6436566952429233), OrderedStatistic(items_base=frozenset(['76', '154']), items_add=frozenset(['151']), confidence=0.08930540242557881, lift=1.1455103225969345)]"
frozenset(['181']),0.0005289991,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset(['181']), confidence=0.0005289990676391433, lift=1.0)]"
frozenset(['94']),0.0005289991,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset(['94']), confidence=0.0005289990676391433, lift=1.0)]"
"frozenset(['108', '15'])",0.0005289991,"[OrderedStatistic(items_base=frozenset(['108']), items_add=frozenset(['15']), confidence=0.028912179255511383, lift=1.412717271932708), OrderedStatistic(items_base=frozenset(['15']), items_add=frozenset(['108']), confidence=0.025848142164781904, lift=1.412717271932708)]"
"frozenset(['130', '141'])",0.0005289991,"[OrderedStatistic(items_base=frozenset(['130']), items_add=frozenset(['141']), confidence=0.010131712259371832, lift=0.4789648994287411), OrderedStatistic(items_base=frozenset(['141']), items_add=frozenset(['130']), confidence=0.025007814942169426, lift=0.47896489942874115)]"
"frozenset(['138', '135'])",0.0005223866,"[OrderedStatistic(items_base=frozenset(['135']), items_add=frozenset(['138']), confidence=0.021316783594171614, lift=0.710069574044709), OrderedStatistic(items_base=frozenset(['138']), items_add=frozenset(['135']), confidence=0.01740088105726872, lift=0.7100695740447089)]"
"frozenset(['76', '14'])",0.0005223866,"[OrderedStatistic(items_base=frozenset(['14']), items_add=frozenset(['76']), confidence=0.06105100463678515, lift=0.6848154858490121), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['14']), confidence=0.005859664738169411, lift=0.6848154858490122)]"
"frozenset(['169', '157'])",0.0005223866,"[OrderedStatistic(items_base=frozenset(['157']), items_add=frozenset(['169']), confidence=0.061003861003861, lift=0.7536600682748873), OrderedStatistic(items_base=frozenset(['169']), items_add=frozenset(['157']), confidence=0.006453721101217221, lift=0.7536600682748874)]"
"frozenset(['130', '154', '134'])",0.0005223866,"[OrderedStatistic(items_base=frozenset(['130', '134']), items_add=frozenset(['154']), confidence=0.1390845070422535, lift=1.0322737983653787), OrderedStatistic(items_base=frozenset(['130', '154']), items_add=frozenset(['134']), confidence=0.08738938053097345, lift=1.185486959841997), OrderedStatistic(items_base=frozenset(['154', '134']), items_add=frozenset(['130']), confidence=0.06459525756336876, lift=1.2371677059334718)]"
"frozenset(['107', '21'])",0.0005157741,"[OrderedStatistic(items_base=frozenset(['107']), items_add=frozenset(['21']), confidence=0.013645906228131562, lift=1.317788475717821), OrderedStatistic(items_base=frozenset(['21']), items_add=frozenset(['107']), confidence=0.04980842911877394, lift=1.317788475717821)]"
"frozenset(['12', '148'])",0.0005157741,"[OrderedStatistic(items_base=frozenset(['12']), items_add=frozenset(['148']), confidence=0.01866028708133971, lift=0.7356560362418986), OrderedStatistic(items_base=frozenset(['148']), items_add=frozenset(['12']), confidence=0.020333680917622523, lift=0.7356560362418987)]"
"frozenset(['130', '161'])",0.0005157741,"[OrderedStatistic(items_base=frozenset(['130']), items_add=frozenset(['161']), confidence=0.009878419452887538, lift=0.6002022882445679), OrderedStatistic(items_base=frozenset(['161']), items_add=frozenset(['130']), confidence=0.03133788670148654, lift=0.6002022882445678)]"
"frozenset(['176', '76'])",0.0005157741,"[OrderedStatistic(items_base=frozenset(['176']), items_add=frozenset(['76']), confidence=0.09375, lift=1.0516035269247885), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['176']), confidence=0.005785491766800177, lift=1.0516035269247885)]"
"frozenset(['76', '50'])",0.0005157741,"[OrderedStatistic(items_base=frozenset(['50']), items_add=frozenset(['76']), confidence=0.09443099273607747, lift=1.0592422934641936), OrderedStatistic(items_base=frozenset(['76']), items_add=frozenset(['50']), confidence=0.005785491766800177, lift=1.0592422934641936)]"
"frozenset(['142', '135'])",0.0005091616,"[OrderedStatistic(items_base=frozenset(['135']), items_add=frozenset(['142']), confidence=0.02077711818672423, lift=0.4909535634781435), OrderedStatistic(items_base=frozenset(['142']), items_add=frozenset(['135']), confidence=0.012031249999999999, lift=0.4909535634781435)]"
"frozenset(['18', '21'])",0.0005091616,"[OrderedStatistic(items_base=frozenset(['18']), items_add=frozenset(['21']), confidence=0.05026109660574413, lift=4.853726295395964), OrderedStatistic(items_base=frozenset(['21']), items_add=frozenset(['18']), confidence=0.0491698595146871, lift=4.853726295395964)]"
"frozenset(['2', '74'])",0.0005091616,"[OrderedStatistic(items_base=frozenset(['2']), items_add=frozenset(['74']), confidence=0.00831174438687392, lift=0.45085250784883646), OrderedStatistic(items_base=frozenset(['74']), items_add=frozenset(['2']), confidence=0.027618364418938307, lift=0.45085250784883646)]"
"frozenset(['154', '169', '134'])",0.0005091616,"[OrderedStatistic(items_base=frozenset(['154', '134']), items_add=frozenset(['169']), confidence=0.06295993458708095, lift=0.7778259903332787), OrderedStatistic(items_base=frozenset(['169', '134']), items_add=frozenset(['154']), confidence=0.14025500910746813, lift=1.0409611686451363), OrderedStatistic(items_base=frozenset(['154', '169']), items_add=frozenset(['134']), confidence=0.07793522267206476, lift=1.0572358978716974)]"
