BillNo,ItemID,Quantity,SellingDate,SellingPrice,StudentID,TransactionID,final_rating
6,107,1,2020-11-22 17:07:01,10.000000,"F2327",1,5
6,107,2,2020-11-18 17:03:28,10.000000,"F2645",2,5
6,123,1,2020-11-01 17:05:50,8.000000,"F2734",2,4
6,123,1,2020-11-05 17:07:53,8.000000,"F4253",2,2
6,123,1,2020-11-07 17:04:11,8.000000,"H2046",1,1
6,123,1,2020-11-11 17:03:35,8.000000,"F2141",2,3
6,123,1,2020-11-12 17:04:18,8.000000,"F2772",2,3
6,123,1,2020-11-14 17:06:45,8.000000,"F3596",2,2
6,123,1,2020-11-16 17:00:44,8.000000,"F2394",2,4
6,123,1,2020-11-21 17:02:53,8.000000,"F1987",2,1
6,123,1,2020-11-27 17:00:30,8.000000,"F2888",2,3
6,123,2,2020-11-26 17:01:10,8.000000,"F2537",1,2
6,141,1,2020-11-25 20:16:41,40.000000,"F2057",1,1
6,169,1,2020-11-13 17:02:29,25.000000,"F3183",2,5
6,169,1,2020-11-17 17:06:10,25.000000,"F2142",2,4
6,188,1,2020-11-19 17:08:09,18.000000,"F3037",1,4
6,188,1,2020-11-22 17:07:01,18.000000,"F2327",3,4
6,188,1,2020-11-24 17:03:48,18.000000,"F2380",1,1
6,188,1,2020-11-29 17:02:16,18.000000,"F2571",1,3
6,188,3,2020-11-23 17:03:15,18.000000,"F2988",1,5
7,1,1,2020-11-20 17:05:58,7.000000,"F0000",1,5
7,1,2,2020-11-19 17:08:27,7.000000,"F4493",2,1
7,2,1,2020-11-09 17:06:47,8.000000,"F2021",1,3
7,2,1,2020-11-15 17:03:31,8.000000,"F3329",1,2
7,2,1,2020-11-16 17:00:47,8.000000,"F2613",1,4
7,2,1,2020-11-17 17:06:17,8.000000,"F3171",1,3
7,2,1,2020-11-19 17:08:27,8.000000,"F4493",3,2
7,2,1,2020-11-26 17:01:17,8.000000,"F2577",1,4
7,2,1,2020-11-29 17:02:21,8.000000,"F2192",2,3
7,2,2,2020-11-06 17:03:28,8.000000,"F2567",1,2
7,2,2,2020-11-08 17:09:51,8.000000,"F3259",1,3
7,2,2,2020-11-10 17:07:59,8.000000,"F2178",1,2
7,2,2,2020-11-11 17:03:40,8.000000,"F4668",1,3
7,2,2,2020-11-12 17:04:23,8.000000,"F2511",1,4
7,2,2,2020-11-13 17:02:36,8.000000,"F3187",1,5
7,2,2,2020-11-14 17:08:40,8.000000,"F2986",1,2
7,2,2,2020-11-18 17:03:44,8.000000,"F5803",1,3
