ComboCode,ComboName,Favoured,NewPrice,Support
"[148, 163]","['Tandury Chicken 1/2', 'TROPICANA']",HLFR,99.0,0.000185149673674
"[173, 22]","['FUNGAMA', 'SNICKERS SNACK ']",LLRF,54.0,0.000185149673674
"[100, 21]","['DUKE WAFFY BISCUIT', 'BOURNVILLE']",LLRR,58.5,0.000185149673674
"[45, 154]","['BIS 50-50 @10', 'Ice Cream Shake']",LHRF,28.8,0.000185149673674
"[21, 170]","['BOURNVILLE', 'REAL ']",LHRF,45.0,0.000185149673674
"[100, 156]","['DUKE WAFFY BISCUIT', 'DEW MIX']",LHRF,58.5,0.000185149673674
"[1, 2]","['Samosa', 'Veg Petty']",LLRF,13.5,0.000185149673674
"[18, 134]","['DAIRY MILK SILKY', 'Plain Maggi']",LLRF,63.0,0.000185149673674
"[151, 100]","['Butter Naan', 'DUKE WAFFY BISCUIT']",LLFR,42.3,0.000185149673674
"[51, 156]","['BIS JAM TREAT @15', 'DEW MIX']",LHRF,40.5,0.000185149673674
"[140, 163]","['Egg Rice', 'TROPICANA']",LLRR,41.4,0.000178537185328
"[161, 163]","['SINGLE SCOOP', 'TROPICANA']",LLFR,28.8,0.000178537185328
"[128, 25, 154]","['Chese Toast', 'CHCO PIE', 'Ice Cream Shake']",HLHFRF,53.2,0.000178537185328
"[129, 140]","['Plain Dosa', 'Egg Rice']",LLFR,37.8,0.000178537185328
"[45, 107]","['BIS 50-50 @10', 'BINOG CHIP @10']",LHRF,18.0,0.000178537185328
"[130, 21]","['Masala Dosa', 'BOURNVILLE']",HLFR,45.9,0.000178537185328
"[176, 100]","['OREO', 'DUKE WAFFY BISCUIT']",LLRR,58.5,0.000178537185328
"[25, 187]","['CHCO PIE', 'CHIPS']",LLRR,22.5,0.000178537185328
"[168, 142]","['BRT CAKES', 'Chicken Sandwich']",LHRF,46.8,0.000178537185328
"[100, 12]","['DUKE WAFFY BISCUIT', 'Pasta']",LHRF,58.5,0.000178537185328
"[138, 140]","['Paneer Franky', 'Egg Rice']",HLFR,43.2,0.000178537185328
"[155, 21]","['PEPSI 600ML', 'BOURNVILLE']",LLFR,51.3,0.000178537185328
"[167, 169]","['LITTLE HEARTS', 'PULPY ORANGE']",LHRF,31.5,0.000178537185328
"[160, 21]","['BHELPURI', 'BOURNVILLE']",LLRR,49.5,0.000178537185328
"[18, 141]","['DAIRY MILK SILKY', 'Chicken Rice']",LLRF,85.5,0.000178537185328
"[159, 139]","['MYCAN', 'Veg Rice']",LLRF,36.9,0.000178537185328
"[2, 168]","['Veg Petty', 'BRT CAKES']",LLFR,31.5,0.000178537185328
"[18, 130]","['DAIRY MILK SILKY', 'Masala Dosa']",LHRF,68.4,0.000178537185328
"[160, 170]","['BHELPURI', 'REAL ']",LHRF,40.5,0.000178537185328
"[2, 14]","['Veg Petty', '5STAR']",LLFR,16.2,0.000171924696983
"[50, 170]","['BIS GD PISTA @20', 'REAL ']",LHRF,36.0,0.000171924696983
"[93, 173]","['MAZZA PET 600 ML', 'FUNGAMA']",LLFR,69.3,0.000171924696983
"[25, 130]","['CHCO PIE', 'Masala Dosa']",LHRF,27.9,0.000171924696983
"[46, 76]","['BOURBONE@18', 'COKE MIX 600 ML']",LHRF,45.9,0.000171924696983
"[193, 141]","['COKE CAN', 'Chicken Rice']",LLRF,52.2,0.000171924696983
"[132, 142]","['Onion Uttapam', 'Chicken Sandwich']",LHRF,41.4,0.000171924696983
"[176, 156]","['OREO', 'DEW MIX']",LHRF,54.0,0.000171924696983
"[175, 154]","['BRT CAKES', 'Ice Cream Shake']",LHRF,36.0,0.000171924696983
"[130, 14]","['Masala Dosa', '5STAR']",HLFR,27.9,0.000171924696983
"[130, 160]","['Masala Dosa', 'BHELPURI']",HLFR,41.4,0.000171924696983
"[166, 130]","['CHILLI PANEER', 'Masala Dosa']",LHRF,95.4,0.000171924696983
"[107, 157]","['BINOG CHIP @10', 'SLICE 600ML']",HLFR,37.8,0.000171924696983
"[46, 169]","['BOURBONE@18', 'PULPY ORANGE']",LHRF,38.7,0.000171924696983
"[167, 156]","['LITTLE HEARTS', 'DEW MIX']",LHRF,36.0,0.000171924696983
"[171, 134]","['PULPY LEMON', 'Plain Maggi']",LLRF,31.5,0.000171924696983
"[188, 187]","['SAMOSA CHAT', 'CHIPS']",LLFR,29.7,0.000171924696983
"[22, 140]","['SNICKERS SNACK ', 'Egg Rice']",LLFR,36.9,0.000171924696983
"[51, 161]","['BIS JAM TREAT @15', 'SINGLE SCOOP']",LLRF,24.3,0.000171924696983
"[182, 169]","['RED BULL', 'PULPY ORANGE']",LHRF,108.0,0.000171924696983
"[132, 12]","['Onion Uttapam', 'Pasta']",LHRF,45.9,0.000165312208637
"[26, 21]","['CAKE SANDWICH', 'BOURNVILLE']",LLFR,31.5,0.000165312208637
"[19, 108]","['5* CRUNCHY', 'BINOG CHIP @20']",LHRF,36.0,0.000165312208637
"[76, 180]","['COKE MIX 600 ML', 'TANDOORI FULL']",HLFR,182.7,0.000165312208637
"[159, 108]","['MYCAN', 'BINOG CHIP @20']",LHRF,36.0,0.000165312208637
"[46, 51]","['BOURBONE@18', 'BIS JAM TREAT @15']",LLRR,29.7,0.000165312208637
"[176, 21]","['OREO', 'BOURNVILLE']",LLRR,54.0,0.000165312208637
"[18, 160]","['DAIRY MILK SILKY', 'BHELPURI']",LLRR,72.0,0.000165312208637
"[100, 170]","['DUKE WAFFY BISCUIT', 'REAL ']",LHRF,49.5,0.000165312208637
"[15, 50]","['DAIRY MILK@35', 'BIS GD PISTA @20']",LLFR,49.5,0.000165312208637
"[100, 14]","['DUKE WAFFY BISCUIT', '5STAR']",LLRR,40.5,0.000165312208637
"[100, 138]","['DUKE WAFFY BISCUIT', 'Paneer Franky']",LHRF,51.3,0.000165312208637
"[100, 130]","['DUKE WAFFY BISCUIT', 'Masala Dosa']",LHRF,50.4,0.000165312208637
"[19, 134]","['5* CRUNCHY', 'Plain Maggi']",LLRF,31.5,0.000165312208637
"[1, 138]","['Samosa', 'Paneer Franky']",LHRF,26.1,0.000165312208637
"[131, 134]","['Onion Masala Dosa', 'Plain Maggi']",LLRF,32.4,0.000165312208637
"[18, 100]","['DAIRY MILK SILKY', 'DUKE WAFFY BISCUIT']",LLRR,81.0,0.000165312208637
"[195, 169]","['HOBNOBS', 'PULPY ORANGE']",LHRF,54.0,0.000165312208637
"[108, 140]","['BINOG CHIP @20', 'Egg Rice']",HLFR,41.4,0.000165312208637
"[76, 171]","['COKE MIX 600 ML', 'PULPY LEMON']",HLFR,47.7,0.000165312208637
"[15, 140]","['DAIRY MILK@35', 'Egg Rice']",LLFR,54.9,0.000165312208637
"[18, 170]","['DAIRY MILK SILKY', 'REAL ']",LHRF,67.5,0.000165312208637
"[178, 170]","['CHI.PASTA', 'REAL ']",LHRF,54.0,0.000165312208637
"[25, 123]","['CHCO PIE', 'Pastry']",LLRF,16.2,0.000165312208637
"[175, 169]","['BRT CAKES', 'PULPY ORANGE']",LHRF,38.7,0.000165312208637
"[108, 168]","['BINOG CHIP @20', 'BRT CAKES']",HLFR,42.3,0.000158699720292
"[20, 134]","['5*', 'Plain Maggi']",LLRF,36.0,0.000158699720292
"[1, 141]","['Samosa', 'Chicken Rice']",LLRF,42.3,0.000158699720292
"[76, 4]","['COKE MIX 600 ML', 'Veg Burger']",HLFR,48.6,0.000158699720292
"[14, 170]","['5STAR', 'REAL ']",LHRF,27.0,0.000158699720292
"[93, 21]","['MAZZA PET 600 ML', 'BOURNVILLE']",LLFR,55.8,0.000158699720292
"[177, 140]","['CHILLY CHICKEN ', 'Egg Rice']",HLRR,108.9,0.000158699720292
"[93, 140]","['MAZZA PET 600 ML', 'Egg Rice']",LLFR,52.2,0.000158699720292
"[18, 138]","['DAIRY MILK SILKY', 'Paneer Franky']",LHRF,69.3,0.000158699720292
"[46, 26]","['BOURBONE@18', 'CAKE SANDWICH']",LLRF,20.7,0.000158699720292
"[130, 178]","['Masala Dosa', 'CHI.PASTA']",HLFR,54.9,0.000158699720292
"[128, 45]","['Chese Toast', 'BIS 50-50 @10']",HLFR,31.5,0.000158699720292
"[12, 21]","['Pasta', 'BOURNVILLE']",HLFR,54.0,0.000158699720292
"[25, 173]","['CHCO PIE', 'FUNGAMA']",LLRR,49.5,0.000158699720292
"[128, 186]","['Chese Toast', 'CHI SOOP']",HLFR,38.7,0.000158699720292
"[26, 105]","['CAKE SANDWICH', 'DARK FANTASY@25']",LLFR,27.0,0.000158699720292
"[142, 14]","['Chicken Sandwich', '5STAR']",HLFR,31.5,0.000158699720292
"[19, 2]","['5* CRUNCHY', 'Veg Petty']",LLRF,25.2,0.000158699720292
"[132, 155]","['Onion Uttapam', 'PEPSI 600ML']",LLRF,43.2,0.000158699720292
"[76, 131]","['COKE MIX 600 ML', 'Onion Masala Dosa']",HLFR,48.6,0.000158699720292
"[151, 21]","['Butter Naan', 'BOURNVILLE']",LLFR,37.8,0.000158699720292
"[130, 163]","['Masala Dosa', 'TROPICANA']",HLFR,36.9,0.000158699720292
"[19, 26]","['5* CRUNCHY', 'CAKE SANDWICH']",LLRF,22.5,0.000158699720292
"[107, 178]","['BINOG CHIP @10', 'CHI.PASTA']",HLFR,45.0,0.000152087231946
"[175, 107]","['BRT CAKES', 'BINOG CHIP @10']",LHRF,25.2,0.000152087231946
"[108, 157]","['BINOG CHIP @20', 'SLICE 600ML']",HLFR,46.8,0.000152087231946
"[151, 166, 130]","['Butter Naan', 'CHILLI PANEER', 'Masala Dosa']",LLHFRF,110.133333333,0.000152087231946
"[93, 160]","['MAZZA PET 600 ML', 'BHELPURI']",LLFR,51.3,0.000152087231946
"[160, 50]","['BHELPURI', 'BIS GD PISTA @20']",LLRR,40.5,0.000152087231946
"[159, 170]","['MYCAN', 'REAL ']",LHRF,36.0,0.000152087231946
"[161, 157]","['SINGLE SCOOP', 'SLICE 600ML']",LLFR,39.6,0.000152087231946
"[26, 50]","['CAKE SANDWICH', 'BIS GD PISTA @20']",LLFR,22.5,0.000152087231946
"[155, 163]","['PEPSI 600ML', 'TROPICANA']",LLFR,42.3,0.000152087231946
"[186, 154]","['CHI SOOP', 'Ice Cream Shake']",LHRF,36.0,0.000152087231946
"[132, 156]","['Onion Uttapam', 'DEW MIX']",LHRF,45.9,0.000152087231946
"[168, 15]","['BRT CAKES', 'DAIRY MILK@35']",LLRF,55.8,0.000152087231946
"[15, 157]","['DAIRY MILK@35', 'SLICE 600ML']",LLFR,60.3,0.000152087231946
"[148, 178]","['Tandury Chicken 1/2', 'CHI.PASTA']",HLFR,117.0,0.000152087231946
"[160, 142]","['BHELPURI', 'Chicken Sandwich']",LHRF,45.0,0.000152087231946
"[138, 178]","['Paneer Franky', 'CHI.PASTA']",HLFR,55.8,0.000152087231946
"[18, 74]","['DAIRY MILK SILKY', 'COKE CAN 300 ML']",LLRF,72.0,0.000152087231946
"[25, 50]","['CHCO PIE', 'BIS GD PISTA @20']",LLRR,27.0,0.000152087231946
"[12, 160]","['Pasta', 'BHELPURI']",HLFR,49.5,0.000152087231946
"[123, 21]","['Pastry', 'BOURNVILLE']",LLFR,34.2,0.000152087231946
"[175, 2]","['BRT CAKES', 'Veg Petty']",LLRF,23.4,0.000152087231946
"[74, 178]","['COKE CAN 300 ML', 'CHI.PASTA']",LLFR,58.5,0.000145474743601
"[175, 134]","['BRT CAKES', 'Plain Maggi']",LLRF,29.7,0.000145474743601
"[187, 190]","['CHIPS', 'OREO']",LLRR,27.0,0.000145474743601
"[186, 134]","['CHI SOOP', 'Plain Maggi']",LLRF,29.7,0.000145474743601
"[146, 157]","['Butter Chicken', 'SLICE 600ML']",HLFR,105.3,0.000145474743601
"[151, 136]","['Butter Naan', 'Paneer Maggi']",LLFR,33.3,0.000145474743601
"[173, 142]","['FUNGAMA', 'Chicken Sandwich']",LHRF,63.0,0.000145474743601
"[19, 21]","['5* CRUNCHY', 'BOURNVILLE']",LLRR,45.0,0.000145474743601
"[176, 93]","['OREO', 'MAZZA PET 600 ML']",LLRF,55.8,0.000145474743601
"[160, 124]","['BHELPURI', 'Chese Burger']",LHRF,45.0,0.000145474743601
"[128, 184]","['Chese Toast', 'DAIRY MILK']",HLFR,45.0,0.000145474743601
"[100, 135]","['DUKE WAFFY BISCUIT', 'Fried Maggi']",LLRF,50.4,0.000145474743601
"[107, 16]","['BINOG CHIP @10', 'PERK / DAIRY MILK']",HLFR,13.5,0.000138862255255
"[132, 107]","['Onion Uttapam', 'BINOG CHIP @10']",LHRF,27.9,0.000138862255255
"[19, 100]","['5* CRUNCHY', 'DUKE WAFFY BISCUIT']",LLRR,49.5,0.000138862255255
"[1, 124]","['Samosa', 'Chese Burger']",LHRF,28.8,0.000138862255255
"[107, 171]","['BINOG CHIP @10', 'PULPY LEMON']",HLFR,27.0,0.000138862255255
"[108, 105]","['BINOG CHIP @20', 'DARK FANTASY@25']",HLFR,40.5,0.000138862255255
"[166, 156]","['CHILLI PANEER', 'DEW MIX']",LHRF,103.5,0.000138862255255
"[167, 168]","['LITTLE HEARTS', 'BRT CAKES']",LLRR,33.3,0.000138862255255
"[19, 25]","['5* CRUNCHY', 'CHCO PIE']",LLRR,27.0,0.000138862255255
"[76, 163]","['COKE MIX 600 ML', 'TROPICANA']",HLFR,47.7,0.000138862255255
"[50, 156]","['BIS GD PISTA @20', 'DEW MIX']",LHRF,45.0,0.000138862255255
"[26, 190]","['CAKE SANDWICH', 'OREO']",LLFR,18.0,0.000138862255255
"[190, 48]","['OREO', 'BIS GD CASHEW @10']",LLRR,22.5,0.000138862255255
"[138, 50]","['Paneer Franky', 'BIS GD PISTA @20']",HLFR,37.8,0.000138862255255
"[167, 161]","['LITTLE HEARTS', 'SINGLE SCOOP']",LLRF,19.8,0.000138862255255
"[25, 138]","['CHCO PIE', 'Paneer Franky']",LHRF,28.8,0.000138862255255
"[176, 170]","['OREO', 'REAL ']",LHRF,45.0,0.000138862255255
"[187, 170]","['CHIPS', 'REAL ']",LHRF,31.5,0.000138862255255
"[74, 160]","['COKE CAN 300 ML', 'BHELPURI']",LLFR,45.0,0.000138862255255
"[168, 160]","['BRT CAKES', 'BHELPURI']",LLRR,46.8,0.000138862255255
"[128, 98]","['Chese Toast', 'BIKANO NAMKEEN']",HLFR,31.5,0.000138862255255
"[177, 155]","['CHILLY CHICKEN ', 'PEPSI 600ML']",HLRF,109.8,0.000138862255255
"[26, 20]","['CAKE SANDWICH', '5*']",LLFR,27.0,0.000138862255255
"[138, 187]","['Paneer Franky', 'CHIPS']",HLFR,33.3,0.00013224976691
"[1, 193]","['Samosa', 'COKE CAN']",LLRR,22.5,0.00013224976691
"[15, 190]","['DAIRY MILK@35', 'OREO']",LLFR,45.0,0.00013224976691
"[51, 160]","['BIS JAM TREAT @15', 'BHELPURI']",LLRR,36.0,0.00013224976691
"[132, 170]","['Onion Uttapam', 'REAL ']",LHRF,36.9,0.00013224976691
"[169, 4]","['PULPY ORANGE', 'Veg Burger']",HLFR,41.4,0.00013224976691
"[188, 193]","['SAMOSA CHAT', 'COKE CAN']",LLFR,32.4,0.00013224976691
"[128, 160, 154]","['Chese Toast', 'BHELPURI', 'Ice Cream Shake']",HLHFRF,67.2,0.00013224976691
"[21, 135]","['BOURNVILLE', 'Fried Maggi']",LLRF,45.9,0.00013224976691
"[1, 129]","['Samosa', 'Plain Dosa']",LLRF,20.7,0.00013224976691
"[128, 25, 76]","['Chese Toast', 'CHCO PIE', 'COKE MIX 600 ML']",HLHFRF,63.4666666667,0.00013224976691
"[76, 136]","['COKE MIX 600 ML', 'Paneer Maggi']",HLFR,52.2,0.00013224976691
"[154, 157, 169]","['Ice Cream Shake', 'SLICE 600ML', 'PULPY ORANGE']",HLHFRF,73.7333333333,0.00013224976691
"[123, 163]","['Pastry', 'TROPICANA']",LLFR,25.2,0.00013224976691
"[46, 134]","['BOURBONE@18', 'Plain Maggi']",LLRF,29.7,0.00013224976691
"[176, 20]","['OREO', '5*']",LLRR,49.5,0.00013224976691
"[176, 25]","['OREO', 'CHCO PIE']",LLRR,36.0,0.00013224976691
"[15, 105]","['DAIRY MILK@35', 'DARK FANTASY@25']",LLFR,54.0,0.00013224976691
"[151, 173]","['Butter Naan', 'FUNGAMA']",LLFR,51.3,0.00013224976691
"[151, 14]","['Butter Naan', '5STAR']",LLFR,19.8,0.00013224976691
"[1, 93]","['Samosa', 'MAZZA PET 600 ML']",LLRF,35.1,0.00013224976691
"[108, 14]","['BINOG CHIP @20', '5STAR']",HLFR,27.0,0.00013224976691
"[18, 140]","['DAIRY MILK SILKY', 'Egg Rice']",LLRR,72.9,0.00013224976691
"[1, 108]","['Samosa', 'BINOG CHIP @20']",LHRF,24.3,0.00013224976691
"[193, 140]","['COKE CAN', 'Egg Rice']",LLRR,39.6,0.00013224976691
"[26, 14]","['CAKE SANDWICH', '5STAR']",LLFR,13.5,0.00013224976691
"[1, 25]","['Samosa', 'CHCO PIE']",LLRR,15.3,0.00013224976691
"[166, 155]","['CHILLI PANEER', 'PEPSI 600ML']",LLRF,100.8,0.00013224976691
"[159, 76]","['MYCAN', 'COKE MIX 600 ML']",LHRF,47.7,0.00013224976691
"[2, 152]","['Veg Petty', 'Banana Shake']",LLFR,20.7,0.00013224976691
"[100, 141]","['DUKE WAFFY BISCUIT', 'Chicken Rice']",LLRF,67.5,0.00013224976691
"[128, 48]","['Chese Toast', 'BIS GD CASHEW @10']",HLFR,31.5,0.000125637278564
"[182, 134]","['RED BULL', 'Plain Maggi']",LLRF,99.0,0.000125637278564
"[124, 187]","['Chese Burger', 'CHIPS']",HLFR,36.0,0.000125637278564
"[168, 156]","['BRT CAKES', 'DEW MIX']",LHRF,51.3,0.000125637278564
"[129, 157]","['Plain Dosa', 'SLICE 600ML']",LLFR,43.2,0.000125637278564
"[146, 18]","['Butter Chicken', 'DAIRY MILK SILKY']",HLFR,126.0,0.000125637278564
"[171, 156]","['PULPY LEMON', 'DEW MIX']",LHRF,45.0,0.000125637278564
"[18, 135]","['DAIRY MILK SILKY', 'Fried Maggi']",LLRF,68.4,0.000125637278564
"[16, 156]","['PERK / DAIRY MILK', 'DEW MIX']",LHRF,31.5,0.000125637278564
"[100, 124]","['DUKE WAFFY BISCUIT', 'Chese Burger']",LHRF,54.0,0.000125637278564
"[20, 160]","['5*', 'BHELPURI']",LLRR,45.0,0.000125637278564
"[18, 148]","['DAIRY MILK SILKY', 'Tandury Chicken 1/2']",LHRF,130.5,0.000125637278564
"[175, 15]","['BRT CAKES', 'DAIRY MILK@35']",LLRF,47.7,0.000125637278564
"[151, 131]","['Butter Naan', 'Onion Masala Dosa']",LLFR,29.7,0.000125637278564
"[130, 50]","['Masala Dosa', 'BIS GD PISTA @20']",HLFR,36.9,0.000125637278564
"[159, 22]","['MYCAN', 'SNICKERS SNACK ']",LLRF,31.5,0.000125637278564
"[164, 132]","['KADHAI PANEER', 'Onion Uttapam']",HLFR,91.8,0.000125637278564
"[159, 167]","['MYCAN', 'LITTLE HEARTS']",LLRR,27.0,0.000125637278564
"[100, 188]","['DUKE WAFFY BISCUIT', 'SAMOSA CHAT']",LLRF,47.7,0.000125637278564
"[100, 105]","['DUKE WAFFY BISCUIT', 'DARK FANTASY@25']",LLRR,54.0,0.000125637278564
"[164, 193]","['KADHAI PANEER', 'COKE CAN']",HLFR,89.1,0.000125637278564
"[177, 134]","['CHILLY CHICKEN ', 'Plain Maggi']",HLRF,99.0,0.000125637278564
"[151, 132, 164]","['Butter Naan', 'Onion Uttapam', 'KADHAI PANEER']",LLHFRF,106.4,0.000125637278564
"[46, 123]","['BOURBONE@18', 'Pastry']",LLRF,23.4,0.000125637278564
"[159, 157]","['MYCAN', 'SLICE 600ML']",LLRR,46.8,0.000125637278564
"[167, 50]","['LITTLE HEARTS', 'BIS GD PISTA @20']",LLRR,27.0,0.000125637278564
"[76, 167]","['COKE MIX 600 ML', 'LITTLE HEARTS']",HLFR,38.7,0.000125637278564
"[25, 135]","['CHCO PIE', 'Fried Maggi']",LLRF,27.9,0.000125637278564
"[18, 139]","['DAIRY MILK SILKY', 'Veg Rice']",LLRF,68.4,0.000125637278564
"[19, 18]","['5* CRUNCHY', 'DAIRY MILK SILKY']",LLRR,67.5,0.000125637278564
"[18, 2]","['DAIRY MILK SILKY', 'Veg Petty']",LLRF,56.7,0.000125637278564
"[139, 187]","['Veg Rice', 'CHIPS']",LLFR,32.4,0.000125637278564
"[25, 141]","['CHCO PIE', 'Chicken Rice']",LLRF,45.0,0.000125637278564
"[19, 22]","['5* CRUNCHY', 'SNICKERS SNACK ']",LLRF,31.5,0.000125637278564
"[1, 12]","['Samosa', 'Pasta']",LHRF,33.3,0.000125637278564
"[76, 190]","['COKE MIX 600 ML', 'OREO']",HLFR,43.2,0.000125637278564
"[128, 100, 154]","['Chese Toast', 'DUKE WAFFY BISCUIT', 'Ice Cream Shake']",HLHFRF,76.5333333333,0.000125637278564
"[138, 193]","['Paneer Franky', 'COKE CAN']",HLFR,36.0,0.000125637278564
"[108, 171]","['BINOG CHIP @20', 'PULPY LEMON']",HLFR,36.0,0.000125637278564
"[108, 179]","['BINOG CHIP @20', 'MIX JUICE']",HLFR,38.7,0.000125637278564
"[128, 18, 76]","['Chese Toast', 'DAIRY MILK SILKY', 'COKE MIX 600 ML']",HLHFRF,105.466666667,0.000125637278564
"[176, 18]","['OREO', 'DAIRY MILK SILKY']",LLRR,76.5,0.000125637278564
"[14, 193]","['5STAR', 'COKE CAN']",LLRR,25.2,0.000125637278564
"[14, 21]","['5STAR', 'BOURNVILLE']",LLRR,36.0,0.000125637278564
"[159, 16]","['MYCAN', 'PERK / DAIRY MILK']",LLRR,22.5,0.000119024790219
"[168, 155]","['BRT CAKES', 'PEPSI 600ML']",LLRF,48.6,0.000119024790219
"[76, 48]","['COKE MIX 600 ML', 'BIS GD CASHEW @10']",HLFR,38.7,0.000119024790219
"[76, 45]","['COKE MIX 600 ML', 'BIS 50-50 @10']",HLFR,38.7,0.000119024790219
"[138, 20]","['Paneer Franky', '5*']",HLFR,42.3,0.000119024790219
"[100, 139]","['DUKE WAFFY BISCUIT', 'Veg Rice']",LLRF,50.4,0.000119024790219
"[161, 16]","['SINGLE SCOOP', 'PERK / DAIRY MILK']",LLFR,15.3,0.000119024790219
"[176, 130]","['OREO', 'Masala Dosa']",LHRF,45.9,0.000119024790219
"[129, 160]","['Plain Dosa', 'BHELPURI']",LLFR,36.9,0.000119024790219
"[18, 124]","['DAIRY MILK SILKY', 'Chese Burger']",LHRF,72.0,0.000119024790219
"[107, 184]","['BINOG CHIP @10', 'DAIRY MILK']",HLFR,31.5,0.000119024790219
"[131, 169]","['Onion Masala Dosa', 'PULPY ORANGE']",LHRF,41.4,0.000119024790219
"[18, 157]","['DAIRY MILK SILKY', 'SLICE 600ML']",LLRR,78.3,0.000119024790219
"[154, 184]","['Ice Cream Shake', 'DAIRY MILK']",HLFR,42.3,0.000119024790219
"[93, 20]","['MAZZA PET 600 ML', '5*']",LLFR,51.3,0.000119024790219
"[132, 139]","['Onion Uttapam', 'Veg Rice']",LLRF,37.8,0.000119024790219
"[167, 134]","['LITTLE HEARTS', 'Plain Maggi']",LLRF,22.5,0.000119024790219
"[46, 108]","['BOURBONE@18', 'BINOG CHIP @20']",LHRF,34.2,0.000119024790219
"[108, 51]","['BINOG CHIP @20', 'BIS JAM TREAT @15']",HLFR,31.5,0.000119024790219
"[146, 132]","['Butter Chicken', 'Onion Uttapam']",HLFR,95.4,0.000119024790219
"[159, 15]","['MYCAN', 'DAIRY MILK@35']",LLRF,49.5,0.000119024790219
"[167, 51]","['LITTLE HEARTS', 'BIS JAM TREAT @15']",LLRR,22.5,0.000119024790219
"[76, 186]","['COKE MIX 600 ML', 'CHI SOOP']",HLFR,45.9,0.000119024790219
"[155, 105]","['PEPSI 600ML', 'DARK FANTASY@25']",LLFR,46.8,0.000119024790219
"[12, 173]","['Pasta', 'FUNGAMA']",HLFR,67.5,0.000119024790219
"[176, 2]","['OREO', 'Veg Petty']",LLRF,34.2,0.000119024790219
"[175, 187]","['BRT CAKES', 'CHIPS']",LLRR,29.7,0.000119024790219
"[164, 18]","['KADHAI PANEER', 'DAIRY MILK SILKY']",HLFR,122.4,0.000119024790219
"[128, 159, 154]","['Chese Toast', 'MYCAN', 'Ice Cream Shake']",HLHFRF,62.5333333333,0.000119024790219
"[136, 134]","['Paneer Maggi', 'Plain Maggi']",LLRF,36.0,0.000119024790219
"[160, 141]","['BHELPURI', 'Chicken Rice']",LLRF,58.5,0.000119024790219
"[182, 100]","['RED BULL', 'DUKE WAFFY BISCUIT']",LLRR,117.0,0.000119024790219
"[195, 76]","['HOBNOBS', 'COKE MIX 600 ML']",LHRF,61.2,0.000119024790219
"[25, 190]","['CHCO PIE', 'OREO']",LLRR,22.5,0.000119024790219
"[138, 168]","['Paneer Franky', 'BRT CAKES']",HLFR,44.1,0.000112412301873
"[160, 14]","['BHELPURI', '5STAR']",LLRR,31.5,0.000112412301873
"[136, 169]","['Paneer Maggi', 'PULPY ORANGE']",LHRF,45.0,0.000112412301873
"[159, 142]","['MYCAN', 'Chicken Sandwich']",LHRF,40.5,0.000112412301873
"[159, 141]","['MYCAN', 'Chicken Rice']",LLRF,54.0,0.000112412301873
"[142, 157]","['Chicken Sandwich', 'SLICE 600ML']",HLFR,51.3,0.000112412301873
"[51, 15]","['BIS JAM TREAT @15', 'DAIRY MILK@35']",LLRF,45.0,0.000112412301873
"[45, 134]","['BIS 50-50 @10', 'Plain Maggi']",LLRF,22.5,0.000112412301873
"[74, 14]","['COKE CAN 300 ML', '5STAR']",LLFR,31.5,0.000112412301873
"[151, 187]","['Butter Naan', 'CHIPS']",LLFR,24.3,0.000112412301873
"[130, 20]","['Masala Dosa', '5*']",HLFR,41.4,0.000112412301873
"[133, 76]","['Mix Uttapam', 'COKE MIX 600 ML']",LHRF,48.6,0.000112412301873
"[130, 173]","['Masala Dosa', 'FUNGAMA']",HLFR,59.4,0.000112412301873
"[133, 151]","['Mix Uttapam', 'Butter Naan']",LLRF,29.7,0.000112412301873
"[187, 141]","['CHIPS', 'Chicken Rice']",LLRF,49.5,0.000112412301873
"[1, 15]","['Samosa', 'DAIRY MILK@35']",LLRF,37.8,0.000112412301873
"[140, 170]","['Egg Rice', 'REAL ']",LHRF,41.4,0.000112412301873
"[2, 50]","['Veg Petty', 'BIS GD PISTA @20']",LLFR,25.2,0.000112412301873
"[167, 155]","['LITTLE HEARTS', 'PEPSI 600ML']",LLRF,33.3,0.000112412301873
"[175, 26]","['BRT CAKES', 'CAKE SANDWICH']",LLRF,20.7,0.000112412301873
"[20, 170]","['5*', 'REAL ']",LHRF,40.5,0.000112412301873
"[19, 170]","['5* CRUNCHY', 'REAL ']",LHRF,36.0,0.000112412301873
"[51, 169]","['BIS JAM TREAT @15', 'PULPY ORANGE']",LHRF,36.0,0.000112412301873
"[169, 184]","['PULPY ORANGE', 'DAIRY MILK']",HLFR,45.0,0.000112412301873
"[123, 187]","['Pastry', 'CHIPS']",LLFR,20.7,0.000112412301873
"[169, 179]","['PULPY ORANGE', 'MIX JUICE']",HLFR,43.2,0.000112412301873
"[19, 123]","['5* CRUNCHY', 'Pastry']",LLRF,25.2,0.000112412301873
"[123, 193]","['Pastry', 'COKE CAN']",LLFR,23.4,0.000112412301873
"[26, 168]","['CAKE SANDWICH', 'BRT CAKES']",LLFR,28.8,0.000112412301873
"[100, 20]","['DUKE WAFFY BISCUIT', '5*']",LLRR,54.0,0.000112412301873
"[132, 124]","['Onion Uttapam', 'Chese Burger']",LHRF,41.4,0.000112412301873
"[124, 136]","['Chese Burger', 'Paneer Maggi']",HLFR,45.0,0.000112412301873
