0,1,2
frozenset(['F6']),0.0026877713,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset(['F6']), confidence=0.002687771261968658, lift=1.0)]"
"frozenset([139, '23H'])",0.0026670642,"[OrderedStatistic(items_base=frozenset([139]), items_add=frozenset(['23H']), confidence=0.21381142098273573, lift=0.987108733053713), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([139]), confidence=0.012313104661389622, lift=0.987108733053713)]"
"frozenset(['F1', '00H', 134])",0.0026670642,"[OrderedStatistic(items_base=frozenset(['00H', 134]), items_add=frozenset(['F1']), confidence=0.18269503546099292, lift=1.7045042325471655), OrderedStatistic(items_base=frozenset(['F1', 134]), items_add=frozenset(['00H']), confidence=0.3279022403258656, lift=1.9455140810881595), OrderedStatistic(items_base=frozenset(['F1', '00H']), items_add=frozenset([134]), confidence=0.11990318376466207, lift=2.551987868184254)]"
"frozenset([169, '00H', 'F3'])",0.0026629228,"[OrderedStatistic(items_base=frozenset([169, '00H']), items_add=frozenset(['F3']), confidence=0.3162813575996065, lift=1.1537210020610527), OrderedStatistic(items_base=frozenset([169, 'F3']), items_add=frozenset(['00H']), confidence=0.17051180058339963, lift=1.0116829598267687), OrderedStatistic(items_base=frozenset(['00H', 'F3']), items_add=frozenset([169]), confidence=0.05600069674272775, lift=1.0883019910089347)]"
"frozenset(['23H', 124])",0.0026463572,"[OrderedStatistic(items_base=frozenset([124]), items_add=frozenset(['23H']), confidence=0.1767634854771784, lift=0.8160685682624261), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([124]), confidence=0.012217506022714238, lift=0.8160685682624261)]"
"frozenset(['00H', 76, 'F3'])",0.0026215088,"[OrderedStatistic(items_base=frozenset(['00H', 76]), items_add=frozenset(['F3']), confidence=0.2749782797567333, lift=1.0030569581264421), OrderedStatistic(items_base=frozenset(['F3', 76]), items_add=frozenset(['00H']), confidence=0.16601101494885914, lift=0.9849788366123136), OrderedStatistic(items_base=frozenset(['00H', 'F3']), items_add=frozenset([76]), confidence=0.055129768333043026, lift=0.9728043248151053)]"
"frozenset(['20H', 12])",0.0026090846,"[OrderedStatistic(items_base=frozenset([12]), items_add=frozenset(['20H']), confidence=0.14907714150496923, lift=1.0716192699340863), OrderedStatistic(items_base=frozenset(['20H']), items_add=frozenset([12]), confidence=0.018755023667053675, lift=1.0716192699340863)]"
"frozenset(['00H', 22])",0.0026008018,"[OrderedStatistic(items_base=frozenset([22]), items_add=frozenset(['00H']), confidence=0.22120464952448043, lift=1.3124544682109036), OrderedStatistic(items_base=frozenset(['00H']), items_add=frozenset([22]), confidence=0.015431112858441655, lift=1.3124544682109036)]"
"frozenset(['23H', 108])",0.0026008018,"[OrderedStatistic(items_base=frozenset([108]), items_add=frozenset(['23H']), confidence=0.22476735862562636, lift=1.0376892945428138), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([108]), confidence=0.01200718901762839, lift=1.0376892945428138)]"
"frozenset(['F0', 156])",0.0026008018,"[OrderedStatistic(items_base=frozenset([156]), items_add=frozenset(['F0']), confidence=0.1225126804525946, lift=1.402009567431531), OrderedStatistic(items_base=frozenset(['F0']), items_add=frozenset([156]), confidence=0.02976303317535545, lift=1.4020095674315312)]"
"frozenset(['F0', 164])",0.0026008018,"[OrderedStatistic(items_base=frozenset([164]), items_add=frozenset(['F0']), confidence=0.13664055700609226, lift=1.563686040612278), OrderedStatistic(items_base=frozenset(['F0']), items_add=frozenset([164]), confidence=0.02976303317535545, lift=1.563686040612278)]"
"frozenset([139, '00H'])",0.0025966604,"[OrderedStatistic(items_base=frozenset([139]), items_add=frozenset(['00H']), confidence=0.20816733067729085, lift=1.2351012687584186), OrderedStatistic(items_base=frozenset(['00H']), items_add=frozenset([139]), confidence=0.015406541022679807, lift=1.2351012687584186)]"
"frozenset(['F4', 108])",0.0025883776,"[OrderedStatistic(items_base=frozenset([108]), items_add=frozenset(['F4']), confidence=0.22369362920544025, lift=1.25915468406794), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([108]), confidence=0.014569783434739025, lift=1.25915468406794)]"
"frozenset(['F4', 124])",0.0025800948,"[OrderedStatistic(items_base=frozenset([124]), items_add=frozenset(['F4']), confidence=0.17233748271092666, lift=0.9700747820432942), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([124]), confidence=0.01452316012774786, lift=0.9700747820432943)]"
"frozenset([161, 'F2'])",0.0025759534,"[OrderedStatistic(items_base=frozenset([161]), items_add=frozenset(['F2']), confidence=0.2467274890916303, lift=0.8457667011076295), OrderedStatistic(items_base=frozenset(['F2']), items_add=frozenset([161]), confidence=0.008830210107893243, lift=0.8457667011076294)]"
"frozenset(['F0', 26])",0.0025635291,"[OrderedStatistic(items_base=frozenset([26]), items_add=frozenset(['F0']), confidence=0.2168126094570928, lift=2.4811582905188367), OrderedStatistic(items_base=frozenset(['F0']), items_add=frozenset([26]), confidence=0.02933649289099526, lift=2.4811582905188367)]"
"frozenset(['23H', 148])",0.0025593877,"[OrderedStatistic(items_base=frozenset([148]), items_add=frozenset(['23H']), confidence=0.15890974543584468, lift=0.733642743526458), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([148]), confidence=0.011815991740277618, lift=0.733642743526458)]"
"frozenset([138, '23H', 'F2'])",0.0025552463,"[OrderedStatistic(items_base=frozenset([138, '23H']), items_add=frozenset(['F2']), confidence=0.34335002782415136, lift=1.17698283813928), OrderedStatistic(items_base=frozenset([138, 'F2']), items_add=frozenset(['23H']), confidence=0.4183050847457627, lift=1.9311999346688626), OrderedStatistic(items_base=frozenset(['F2', '23H']), items_add=frozenset([138]), confidence=0.04044840697521961, lift=2.114948926345697)]"
"frozenset(['F3', 188])",0.0025469635,"[OrderedStatistic(items_base=frozenset([188]), items_add=frozenset(['F3']), confidence=0.2253572737266398, lift=0.8220510422710077), OrderedStatistic(items_base=frozenset(['F3']), items_add=frozenset([188]), confidence=0.009290731928393383, lift=0.8220510422710077)]"
"frozenset([141, '22H'])",0.0025428221,"[OrderedStatistic(items_base=frozenset([141]), items_add=frozenset(['22H']), confidence=0.19044665012406944, lift=1.063506242496723), OrderedStatistic(items_base=frozenset(['22H']), items_add=frozenset([141]), confidence=0.014199814986123958, lift=1.0635062424967232)]"
"frozenset(['F3', '23H', 142])",0.0025386807,"[OrderedStatistic(items_base=frozenset(['23H', 142]), items_add=frozenset(['F3']), confidence=0.339612188365651, lift=1.2388264589700664), OrderedStatistic(items_base=frozenset(['F3', 142]), items_add=frozenset(['23H']), confidence=0.2728081886960392, lift=1.2594806408034187), OrderedStatistic(items_base=frozenset(['F3', '23H']), items_add=frozenset([142]), confidence=0.04057721586019726, lift=1.5018296827815254)]"
"frozenset(['F0', 2])",0.0025345393,"[OrderedStatistic(items_base=frozenset([2]), items_add=frozenset(['F0']), confidence=0.06471396848894999, lift=0.7405731605315554), OrderedStatistic(items_base=frozenset(['F0']), items_add=frozenset([2]), confidence=0.029004739336492894, lift=0.7405731605315555)]"
"frozenset([161, '22H'])",0.0025303979,"[OrderedStatistic(items_base=frozenset([161]), items_add=frozenset(['22H']), confidence=0.24236414121380404, lift=1.353427728817067), OrderedStatistic(items_base=frozenset(['22H']), items_add=frozenset([161]), confidence=0.014130434782608696, lift=1.353427728817067)]"
"frozenset(['22H', 15])",0.0025138323,"[OrderedStatistic(items_base=frozenset([15]), items_add=frozenset(['22H']), confidence=0.19337368588722526, lift=1.0798516116806882), OrderedStatistic(items_base=frozenset(['22H']), items_add=frozenset([15]), confidence=0.014037927844588346, lift=1.0798516116806882)]"
"frozenset(['F4', 135])",0.0025138323,"[OrderedStatistic(items_base=frozenset([135]), items_add=frozenset(['F4']), confidence=0.16190984262469993, lift=0.9113783770317397), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([135]), confidence=0.014150173671818542, lift=0.9113783770317397)]"
"frozenset([25, 'F2'])",0.0025096909,"[OrderedStatistic(items_base=frozenset([25]), items_add=frozenset(['F2']), confidence=0.3066801619433199, lift=1.0512807868183105), OrderedStatistic(items_base=frozenset(['F2']), items_add=frozenset([25]), confidence=0.008603066439522997, lift=1.0512807868183103)]"
"frozenset([129, 'F3'])",0.0025014081,"[OrderedStatistic(items_base=frozenset([129]), items_add=frozenset(['F3']), confidence=0.21899927483683831, lift=0.798858537641851), OrderedStatistic(items_base=frozenset(['F3']), items_add=frozenset([129]), confidence=0.009124556235365209, lift=0.798858537641851)]"
"frozenset([169, 'F2', '17H'])",0.0024931253,"[OrderedStatistic(items_base=frozenset([169, '17H']), items_add=frozenset(['F2']), confidence=0.5093062605752962, lift=1.7458706261151804), OrderedStatistic(items_base=frozenset([169, 'F2']), items_add=frozenset(['17H']), confidence=0.1366008622645791, lift=1.5688827342967242), OrderedStatistic(items_base=frozenset(['F2', '17H']), items_add=frozenset([169]), confidence=0.05807447424271658, lift=1.1286032071262226)]"
"frozenset(['F3', '21H', 151])",0.0024889839,"[OrderedStatistic(items_base=frozenset(['21H', 151]), items_add=frozenset(['F3']), confidence=0.2514644351464435, lift=0.9172839091804643), OrderedStatistic(items_base=frozenset(['F3', 151]), items_add=frozenset(['21H']), confidence=0.1967266775777414, lift=1.519056329334903), OrderedStatistic(items_base=frozenset(['F3', '21H']), items_add=frozenset([151]), confidence=0.06844322970048969, lift=1.3679807976491218)]"
frozenset([166]),0.0024848425,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset([166]), confidence=0.002484842460987973, lift=1.0)]"
"frozenset(['F2', 139])",0.0024807011,"[OrderedStatistic(items_base=frozenset([139]), items_add=frozenset(['F2']), confidence=0.19887118193891104, lift=0.6817182151575414), OrderedStatistic(items_base=frozenset(['F2']), items_add=frozenset([139]), confidence=0.008503691084611017, lift=0.6817182151575414)]"
"frozenset(['F3', 140])",0.0024807011,"[OrderedStatistic(items_base=frozenset([140]), items_add=frozenset(['F3']), confidence=0.2604347826086957, lift=0.9500056552281304), OrderedStatistic(items_base=frozenset(['F3']), items_add=frozenset([140]), confidence=0.009049021829443312, lift=0.9500056552281303)]"
frozenset([105]),0.0024724182,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset([105]), confidence=0.0024724182486830335, lift=1.0)]"
"frozenset(['23H', 15])",0.0024682768,"[OrderedStatistic(items_base=frozenset([15]), items_add=frozenset(['23H']), confidence=0.1898693851545078, lift=0.8765749152412541), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([15]), confidence=0.011395357730105924, lift=0.8765749152412542)]"
"frozenset(['00H', 141])",0.0024558526,"[OrderedStatistic(items_base=frozenset([141]), items_add=frozenset(['00H']), confidence=0.18393300248138958, lift=1.091313819474808), OrderedStatistic(items_base=frozenset(['00H']), items_add=frozenset([141]), confidence=0.014571098606776913, lift=1.0913138194748078)]"
"frozenset(['20H', 154, 'F4'])",0.0024558526,"[OrderedStatistic(items_base=frozenset(['20H', 154]), items_add=frozenset(['F4']), confidence=0.19819518716577542, lift=1.1156258636687133), OrderedStatistic(items_base=frozenset([154, 'F4']), items_add=frozenset(['20H']), confidence=0.16053059014618298, lift=1.1539507135559504), OrderedStatistic(items_base=frozenset(['20H', 'F4']), items_add=frozenset([154]), confidence=0.09411204570703063, lift=1.0875650157742258)]"
frozenset([182]),0.0024475698,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset([182]), confidence=0.0024475698240731536, lift=1.0)]"
"frozenset([128, 'F2', '21H'])",0.0024475698,"[OrderedStatistic(items_base=frozenset([128, '21H']), items_add=frozenset(['F2']), confidence=0.2512755102040816, lift=0.8613570385564787), OrderedStatistic(items_base=frozenset([128, 'F2']), items_add=frozenset(['21H']), confidence=0.10377524143985953, lift=0.8013170317237774), OrderedStatistic(items_base=frozenset(['F2', '21H']), items_add=frozenset([128]), confidence=0.07835078881081797, lift=0.8907620353790363)]"
"frozenset([169, '18H'])",0.002439287,"[OrderedStatistic(items_base=frozenset([169]), items_add=frozenset(['18H']), confidence=0.047404426559356144, lift=1.8465014445440189), OrderedStatistic(items_base=frozenset(['18H']), items_add=frozenset([169]), confidence=0.09501532505242782, lift=1.8465014445440189)]"
"frozenset(['23H', 93])",0.0024351456,"[OrderedStatistic(items_base=frozenset([93]), items_add=frozenset(['23H']), confidence=0.2218867924528302, lift=1.0243905099772512), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([93]), confidence=0.011242399908225308, lift=1.0243905099772512)]"
"frozenset([154, 'F4', '21H'])",0.0024351456,"[OrderedStatistic(items_base=frozenset([154, '21H']), items_add=frozenset(['F4']), confidence=0.16582064297800336, lift=0.9333919793001982), OrderedStatistic(items_base=frozenset([154, 'F4']), items_add=frozenset(['21H']), confidence=0.15917704385489984, lift=1.2291108604579175), OrderedStatistic(items_base=frozenset(['F4', '21H']), items_add=frozenset([154]), confidence=0.10909090909090909, lift=1.2606617503099915)]"
"frozenset(['F1', 12])",0.0024268628,"[OrderedStatistic(items_base=frozenset([12]), items_add=frozenset(['F1']), confidence=0.13866540463795549, lift=1.2937175250376447), OrderedStatistic(items_base=frozenset(['F1']), items_add=frozenset([12]), confidence=0.022642092654843318, lift=1.2937175250376447)]"
"frozenset([129, 'F4'])",0.0024102972,"[OrderedStatistic(items_base=frozenset([129]), items_add=frozenset(['F4']), confidence=0.21102248005801305, lift=1.1878297345904856), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([129]), confidence=0.013567382334428979, lift=1.1878297345904856)]"
"frozenset([123, 'F4'])",0.0024061558,"[OrderedStatistic(items_base=frozenset([123]), items_add=frozenset(['F4']), confidence=0.13433526011560695, lift=0.7561631174337347), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([123]), confidence=0.013544070680933398, lift=0.7561631174337345)]"
"frozenset([26, '00H'])",0.0023937316,"[OrderedStatistic(items_base=frozenset([26]), items_add=frozenset(['00H']), confidence=0.20245183887915935, lift=1.2011900342314503), OrderedStatistic(items_base=frozenset(['00H']), items_add=frozenset([26]), confidence=0.014202521070349167, lift=1.2011900342314505)]"
"frozenset([129, '23H'])",0.0023895902,"[OrderedStatistic(items_base=frozenset([129]), items_add=frozenset(['23H']), confidence=0.2092095721537346, lift=0.9658632582029247), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([129]), confidence=0.01103208290313946, lift=0.9658632582029248)]"
"frozenset([128, 'F1', '00H'])",0.0023854488,"[OrderedStatistic(items_base=frozenset([128, '00H']), items_add=frozenset(['F1']), confidence=0.1233404710920771, lift=1.1507392879632667), OrderedStatistic(items_base=frozenset([128, 'F1']), items_add=frozenset(['00H']), confidence=0.27029563585171285, lift=1.6037217833083026), OrderedStatistic(items_base=frozenset(['F1', '00H']), items_add=frozenset([128]), confidence=0.10724259914354868, lift=1.2192300465934292)]"
"frozenset(['F1', 138])",0.0023813074,"[OrderedStatistic(items_base=frozenset([138]), items_add=frozenset(['F1']), confidence=0.124512776093547, lift=1.1616766340810722), OrderedStatistic(items_base=frozenset(['F1']), items_add=frozenset([138]), confidence=0.022217070437772882, lift=1.1616766340810722)]"
"frozenset(['F3', 76, '21H'])",0.0023813074,"[OrderedStatistic(items_base=frozenset([76, '21H']), items_add=frozenset(['F3']), confidence=0.3034300791556728, lift=1.1068425203300156), OrderedStatistic(items_base=frozenset(['F3', 76]), items_add=frozenset(['21H']), confidence=0.15079989509572514, lift=1.1644253739693062), OrderedStatistic(items_base=frozenset(['F3', '21H']), items_add=frozenset([76]), confidence=0.06548229131078465, lift=1.1554820220014106)]"
"frozenset(['F0', 155])",0.0023730246,"[OrderedStatistic(items_base=frozenset([155]), items_add=frozenset(['F0']), confidence=0.11492178098676294, lift=1.3151408968809348), OrderedStatistic(items_base=frozenset(['F0']), items_add=frozenset([155]), confidence=0.027156398104265404, lift=1.3151408968809348)]"
"frozenset([170, '23H'])",0.0023688831,"[OrderedStatistic(items_base=frozenset([170]), items_add=frozenset(['23H']), confidence=0.20013995801259624, lift=0.9239913353514883), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([170]), confidence=0.010936484264464075, lift=0.9239913353514883)]"
"frozenset([161, '21H'])",0.0023564589,"[OrderedStatistic(items_base=frozenset([161]), items_add=frozenset(['21H']), confidence=0.22570408568028558, lift=1.7428099947140956), OrderedStatistic(items_base=frozenset(['21H']), items_add=frozenset([161]), confidence=0.018195772440919702, lift=1.7428099947140956)]"
"frozenset(['F2', 140])",0.0023523175,"[OrderedStatistic(items_base=frozenset([140]), items_add=frozenset(['F2']), confidence=0.2469565217391304, lift=0.8465518109769645), OrderedStatistic(items_base=frozenset(['F2']), items_add=frozenset([140]), confidence=0.008063600227143667, lift=0.8465518109769645)]"
"frozenset([130, '23H', 'F2'])",0.0023481761,"[OrderedStatistic(items_base=frozenset([130, '23H']), items_add=frozenset(['F2']), confidence=0.30240000000000006, lift=1.0366086541737651), OrderedStatistic(items_base=frozenset([130, 'F2']), items_add=frozenset(['23H']), confidence=0.29062019477191187, lift=1.3417137912585548), OrderedStatistic(items_base=frozenset(['F2', '23H']), items_add=frozenset([130]), confidence=0.03717057820899436, lift=1.1230426046867634)]"
"frozenset(['20H', 146, 'F3'])",0.0023481761,"[OrderedStatistic(items_base=frozenset(['20H', 146]), items_add=frozenset(['F3']), confidence=0.25177619893428066, lift=0.9184211511362964), OrderedStatistic(items_base=frozenset([146, 'F3']), items_add=frozenset(['20H']), confidence=0.45360000000000006, lift=3.2606373850138435), OrderedStatistic(items_base=frozenset(['20H', 'F3']), items_add=frozenset([146]), confidence=0.06452714236940936, lift=2.907984678067761)]"
frozenset([167]),0.0023357519,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset([167]), confidence=0.002335751913328695, lift=1.0)]"
"frozenset([25, 'F3'])",0.0023233277,"[OrderedStatistic(items_base=frozenset([25]), items_add=frozenset(['F3']), confidence=0.28390688259109315, lift=1.0356264294580515), OrderedStatistic(items_base=frozenset(['F3']), items_add=frozenset([25]), confidence=0.00847496034443689, lift=1.0356264294580515)]"
"frozenset([74, '23H'])",0.0023191863,"[OrderedStatistic(items_base=frozenset([74]), items_add=frozenset(['23H']), confidence=0.19865200425682866, lift=0.9171218606529555), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([74]), confidence=0.01070704753164315, lift=0.9171218606529555)]"
"frozenset(['01H', 154])",0.0023150449,"[OrderedStatistic(items_base=frozenset([154]), items_add=frozenset(['01H']), confidence=0.026752811677434794, lift=0.5020861898709867), OrderedStatistic(items_base=frozenset(['01H']), items_add=frozenset([154]), confidence=0.04344784703870667, lift=0.5020861898709867)]"
"frozenset(['20H', 'H1'])",0.0023109035,"[OrderedStatistic(items_base=frozenset(['20H']), items_add=frozenset(['H1']), confidence=0.016611592390818972, lift=1.0464653130854975), OrderedStatistic(items_base=frozenset(['H1']), items_add=frozenset(['20H']), confidence=0.14557787633707278, lift=1.0464653130854975)]"
"frozenset([139, '22H'])",0.0023026207,"[OrderedStatistic(items_base=frozenset([139]), items_add=frozenset(['22H']), confidence=0.1845949535192563, lift=1.0308287663407425), OrderedStatistic(items_base=frozenset(['22H']), items_add=frozenset([139]), confidence=0.012858464384828863, lift=1.0308287663407425)]"
"frozenset(['F4', 148])",0.0022943379,"[OrderedStatistic(items_base=frozenset([148]), items_add=frozenset(['F4']), confidence=0.14245307276934943, lift=0.8018576768347014), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([148]), confidence=0.01291465603655267, lift=0.8018576768347015)]"
"frozenset([128, 'F5'])",0.0022901965,"[OrderedStatistic(items_base=frozenset([128]), items_add=frozenset(['F5']), confidence=0.026037007392061776, lift=0.9499848825803573), OrderedStatistic(items_base=frozenset(['F5']), items_add=frozenset([128]), confidence=0.08355998791175583, lift=0.9499848825803574)]"
"frozenset(['20H', 139])",0.0022819137,"[OrderedStatistic(items_base=frozenset([139]), items_add=frozenset(['20H']), confidence=0.18293492695883135, lift=1.3150010182247402), OrderedStatistic(items_base=frozenset(['20H']), items_add=frozenset([139]), confidence=0.016403203238962816, lift=1.3150010182247402)]"
"frozenset(['F1', 155])",0.0022694894,"[OrderedStatistic(items_base=frozenset([155]), items_add=frozenset(['F1']), confidence=0.10990774167669476, lift=1.0254148964963263), OrderedStatistic(items_base=frozenset(['F1']), items_add=frozenset([155]), confidence=0.02117383408678181, lift=1.0254148964963263)]"
"frozenset([160, 'F2'])",0.002265348,"[OrderedStatistic(items_base=frozenset([160]), items_add=frozenset(['F2']), confidence=0.34642178594046863, lift=1.1875126365748057), OrderedStatistic(items_base=frozenset(['F2']), items_add=frozenset([160]), confidence=0.007765474162407723, lift=1.1875126365748059)]"
"frozenset([139, 'F4'])",0.0022529238,"[OrderedStatistic(items_base=frozenset([139]), items_add=frozenset(['F4']), confidence=0.1806108897742364, lift=1.0166451707216406), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([139]), confidence=0.012681539501596848, lift=1.0166451707216406)]"
"frozenset(['F4', 141])",0.0022529238,"[OrderedStatistic(items_base=frozenset([141]), items_add=frozenset(['F4']), confidence=0.1687344913151365, lift=0.9497938133416816), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([141]), confidence=0.012681539501596848, lift=0.9497938133416814)]"
"frozenset([26, '23H'])",0.002244641,"[OrderedStatistic(items_base=frozenset([26]), items_add=frozenset(['23H']), confidence=0.18984238178633975, lift=0.8764502480910241), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([26]), confidence=0.010362892432411763, lift=0.8764502480910241)]"
"frozenset([170, '00H'])",0.002244641,"[OrderedStatistic(items_base=frozenset([170]), items_add=frozenset(['00H']), confidence=0.18964310706787962, lift=1.1251930905235887), OrderedStatistic(items_base=frozenset(['00H']), items_add=frozenset([170]), confidence=0.013317934982922575, lift=1.1251930905235887)]"
"frozenset(['20H', 141])",0.0022404996,"[OrderedStatistic(items_base=frozenset([141]), items_add=frozenset(['20H']), confidence=0.16780397022332505, lift=1.2062343444971857), OrderedStatistic(items_base=frozenset(['20H']), items_add=frozenset([141]), confidence=0.016105504450596886, lift=1.2062343444971855)]"
"frozenset(['20H', 'F3', 76])",0.0022404996,"[OrderedStatistic(items_base=frozenset(['20H', 76]), items_add=frozenset(['F3']), confidence=0.27447995941146625, lift=1.0012392011380056), OrderedStatistic(items_base=frozenset(['F3', 76]), items_add=frozenset(['20H']), confidence=0.14188303173354314, lift=1.0199054620138805), OrderedStatistic(items_base=frozenset(['20H', 'F3']), items_add=frozenset([76]), confidence=0.06156822578809605, lift=1.086415527016722)]"
"frozenset(['22H', 'F3', 151])",0.0022363582,"[OrderedStatistic(items_base=frozenset(['22H', 151]), items_add=frozenset(['F3']), confidence=0.2597402597402597, lift=0.9474721969623396), OrderedStatistic(items_base=frozenset(['F3', 151]), items_add=frozenset(['22H']), confidence=0.17675941080196397, lift=0.9870729502748712), OrderedStatistic(items_base=frozenset(['F3', '22H']), items_add=frozenset([151]), confidence=0.043453770016898687, lift=0.8685142888304299)]"
"frozenset(['23H', 140])",0.002223934,"[OrderedStatistic(items_base=frozenset([140]), items_add=frozenset(['23H']), confidence=0.23347826086956522, lift=1.0779051428742439), OrderedStatistic(items_base=frozenset(['23H']), items_add=frozenset([140]), confidence=0.010267293793736377, lift=1.0779051428742437)]"
"frozenset(['F2', 179])",0.002223934,"[OrderedStatistic(items_base=frozenset([179]), items_add=frozenset(['F2']), confidence=0.5208535402521823, lift=1.7854539926668505), OrderedStatistic(items_base=frozenset(['F2']), items_add=frozenset([179]), confidence=0.00762350936967632, lift=1.7854539926668507)]"
"frozenset(['F2', '00H', 76])",0.002223934,"[OrderedStatistic(items_base=frozenset(['00H', 76]), items_add=frozenset(['F2']), confidence=0.23327541268462207, lift=0.7996538081839805), OrderedStatistic(items_base=frozenset(['F2', 76]), items_add=frozenset(['00H']), confidence=0.1544434857635893, lift=0.9163462133921254), OrderedStatistic(items_base=frozenset(['F2', '00H']), items_add=frozenset([76]), confidence=0.04988388295401765, lift=0.8802369127162318)]"
"frozenset([138, 'F3', '23H'])",0.0022197926,"[OrderedStatistic(items_base=frozenset([138, '23H']), items_add=frozenset(['F3']), confidence=0.2982749026154702, lift=1.0880376325272587), OrderedStatistic(items_base=frozenset([138, 'F3']), items_add=frozenset(['23H']), confidence=0.38422939068100354, lift=1.7738817940307798), OrderedStatistic(items_base=frozenset(['F3', '23H']), items_add=frozenset([138]), confidence=0.03548024094790494, lift=1.8551755955489213)]"
"frozenset(['00H', 15])",0.0022156512,"[OrderedStatistic(items_base=frozenset([15]), items_add=frozenset(['00H']), confidence=0.1704364447276203, lift=1.0112358574270857), OrderedStatistic(items_base=frozenset(['00H']), items_add=frozenset([15]), confidence=0.013145932132589628, lift=1.0112358574270857)]"
"frozenset([26, 'F3'])",0.0021908028,"[OrderedStatistic(items_base=frozenset([26]), items_add=frozenset(['F3']), confidence=0.18528896672504377, lift=0.6758911558470575), OrderedStatistic(items_base=frozenset(['F3']), items_add=frozenset([26]), confidence=0.007991540146536748, lift=0.6758911558470575)]"
"frozenset([74, '22H'])",0.0021908028,"[OrderedStatistic(items_base=frozenset([74]), items_add=frozenset(['22H']), confidence=0.18765519687832566, lift=1.0479180032152644), OrderedStatistic(items_base=frozenset(['22H']), items_add=frozenset([74]), confidence=0.01223404255319149, lift=1.0479180032152642)]"
"frozenset(['20H', 156])",0.0021742372,"[OrderedStatistic(items_base=frozenset([156]), items_add=frozenset(['20H']), confidence=0.10241904018728053, lift=0.7362243196029147), OrderedStatistic(items_base=frozenset(['20H']), items_add=frozenset([156]), confidence=0.015629186389211396, lift=0.7362243196029146)]"
"frozenset([170, 'F4'])",0.0021700957,"[OrderedStatistic(items_base=frozenset([170]), items_add=frozenset(['F4']), confidence=0.18334499650104968, lift=1.0320352527013419), OrderedStatistic(items_base=frozenset(['F4']), items_add=frozenset([170]), confidence=0.012215306431685198, lift=1.0320352527013417)]"
"frozenset(['F3', 21])",0.0021659543,"[OrderedStatistic(items_base=frozenset([21]), items_add=frozenset(['F3']), confidence=0.3316423589093215, lift=1.2097543704461122), OrderedStatistic(items_base=frozenset(['F3']), items_add=frozenset([21]), confidence=0.00790089885943047, lift=1.2097543704461122)]"
frozenset([175]),0.0021618129,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset([175]), confidence=0.0021618129410595367, lift=1.0)]"
"frozenset(['F4', '23H', 76])",0.0021618129,"[OrderedStatistic(items_base=frozenset(['23H', 76]), items_add=frozenset(['F4']), confidence=0.18569903948772679, lift=1.0452859843547209), OrderedStatistic(items_base=frozenset(['F4', 76]), items_add=frozenset(['23H']), confidence=0.20697858842188738, lift=0.9555634177412454), OrderedStatistic(items_base=frozenset(['F4', '23H']), items_add=frozenset([76]), confidence=0.05445441268516587, lift=0.9608871897552537)]"
"frozenset(['H2', '22H'])",0.0021411059,"[OrderedStatistic(items_base=frozenset(['22H']), items_add=frozenset(['H2']), confidence=0.011956521739130433, lift=0.8232305575185033), OrderedStatistic(items_base=frozenset(['H2']), items_add=frozenset(['22H']), confidence=0.14741944682064442, lift=0.8232305575185034)]"
"frozenset(['F1', 154, '22H'])",0.0021411059,"[OrderedStatistic(items_base=frozenset([154, '22H']), items_add=frozenset(['F1']), confidence=0.10404507949285569, lift=0.970717556302419), OrderedStatistic(items_base=frozenset(['F1', 154]), items_add=frozenset(['22H']), confidence=0.21658986175115208, lift=1.2094970947705872), OrderedStatistic(items_base=frozenset(['F1', '22H']), items_add=frozenset([154]), confidence=0.11739327883742051, lift=1.356604483426605)]"
frozenset([186]),0.0021369645,"[OrderedStatistic(items_base=frozenset([]), items_add=frozenset([186]), confidence=0.0021369645164496572, lift=1.0)]"
